scenario,row_arm,seed,budget_multiplier,kernel_weight,leverage,leverage_gain,leverage_relative_gain
diabetes_hist_gradient_boosting,D1_uniform_rows,11,2.0,0.3195876529668239,0.018399238768993825,0.30118841419783005,0.9424281927096105
diabetes_hist_gradient_boosting,D1_uniform_rows,11,4.0,1.125314102935204e-15,1.5476428561085049e-15,-4.223287531733008e-16,-0.0004223287531733008
diabetes_hist_gradient_boosting,D1_uniform_rows,11,8.0,9.088753679278258e-16,1.3253465960914933e-15,-4.164712281636675e-16,-0.0004164712281636675
diabetes_hist_gradient_boosting,D1_uniform_rows,11,16.0,5.492234174997141e-16,6.720444780715281e-16,-1.22821060571814e-16,-0.000122821060571814
diabetes_hist_gradient_boosting,D1_uniform_rows,29,2.0,7.943670827926514e-15,0.44825652385938164,-0.4482565238593737,-448256523859.3737
diabetes_hist_gradient_boosting,D1_uniform_rows,29,4.0,8.204854736261526e-16,2.5198355530229654e-15,-1.6993500793968128e-15,-0.0016993500793968128
diabetes_hist_gradient_boosting,D1_uniform_rows,29,8.0,7.598204563762165e-16,4.954157713072415e-16,2.64404685068975e-16,0.000264404685068975
diabetes_hist_gradient_boosting,D1_uniform_rows,29,16.0,1.28954746538465e-15,4.615450543700325e-16,8.280024110146175e-16,0.0008280024110146175
diabetes_hist_gradient_boosting,D1_uniform_rows,47,2.0,3.8493278872376436e-15,0.19222746145355857,-0.1922274614535547,-192227461453.55472
diabetes_hist_gradient_boosting,D1_uniform_rows,47,4.0,1.3400401721564208e-15,6.438274706814989e-16,6.962127014749219e-16,0.000696212701474922
diabetes_hist_gradient_boosting,D1_uniform_rows,47,8.0,4.175971718539361e-16,1.795842788821062e-15,-1.3782456169671257e-15,-0.0013782456169671258
diabetes_hist_gradient_boosting,D1_uniform_rows,47,16.0,3.371026802074059e-15,7.235146904079877e-16,2.6475121116660714e-15,0.0026475121116660717
diabetes_hist_gradient_boosting,D1_uniform_rows,71,2.0,3.751341520147834e-15,0.12978425675586083,-0.12978425675585709,-129784256755.85709
diabetes_hist_gradient_boosting,D1_uniform_rows,71,4.0,1.462621694423243e-15,7.082392392034432e-16,7.543824552197999e-16,0.0007543824552198
diabetes_hist_gradient_boosting,D1_uniform_rows,71,8.0,1.8796126709807897e-15,7.567558827396538e-16,1.1228567882411359e-15,0.001122856788241136
diabetes_hist_gradient_boosting,D1_uniform_rows,71,16.0,1.3111220564066892e-15,1.0476744330222742e-15,2.6344762338441504e-16,0.00026344762338441504
diabetes_hist_gradient_boosting,D1_uniform_rows,101,2.0,0.12502283382751267,0.10191294682562976,0.023109887001882906,0.18484533020397204
diabetes_hist_gradient_boosting,D1_uniform_rows,101,4.0,6.190641490680557e-16,0.46882364780022023,-0.4688236478002196,-468823647800.2196
diabetes_hist_gradient_boosting,D1_uniform_rows,101,8.0,6.558362716389034e-16,4.2848817585422316e-15,-3.629045486903328e-15,-0.0036290454869033284
diabetes_hist_gradient_boosting,D1_uniform_rows,101,16.0,2.3011693809377915e-15,1.352165295701159e-15,9.490040852366325e-16,0.0009490040852366326
diabetes_hist_gradient_boosting,D1_uniform_rows,127,2.0,3.5813106075773645e-15,1.7680199536936275e-15,1.813290653883737e-15,0.0018132906538837373
diabetes_hist_gradient_boosting,D1_uniform_rows,127,4.0,1.4661934244601665e-15,1.3758564689712973e-15,9.033695548886929e-17,9.03369554888693e-05
diabetes_hist_gradient_boosting,D1_uniform_rows,127,8.0,7.65530893612636e-16,1.0265689309573963e-15,-2.610380373447603e-16,-0.0002610380373447603
diabetes_hist_gradient_boosting,D1_uniform_rows,127,16.0,7.665589698101138e-16,5.810031981327232e-16,1.8555577167739061e-16,0.00018555577167739062
diabetes_hist_gradient_boosting,D1_uniform_rows,151,2.0,0.006648010566906268,0.2463392861410934,-0.23969127557418712,-36.05458703200142
diabetes_hist_gradient_boosting,D1_uniform_rows,151,4.0,0.00393114890617838,0.005286646033993603,-0.0013554971278152226,-0.344809408182137
diabetes_hist_gradient_boosting,D1_uniform_rows,151,8.0,0.0017223404040505317,0.0024811650085255735,-0.0007588246044750418,-0.44057760166948895
diabetes_hist_gradient_boosting,D1_uniform_rows,151,16.0,0.001024351388993018,0.0007748048860500842,0.00024954650294293384,0.24361415977406825
diabetes_hist_gradient_boosting,D1_uniform_rows,181,2.0,5.4181390092938404e-15,1.244265843382933e-14,-7.024519424535489e-15,-0.007024519424535489
diabetes_hist_gradient_boosting,D1_uniform_rows,181,4.0,1.051178724967812e-15,1.4751828797067969e-15,-4.240041547389849e-16,-0.0004240041547389849
diabetes_hist_gradient_boosting,D1_uniform_rows,181,8.0,1.2029881895792409e-15,5.082329473548291e-16,6.947552422244118e-16,0.0006947552422244118
