run_key,status,scenario,row_arm,seed,budget_multiplier,requested_model_evaluations,model_evaluations,coalition_policy,shap_mse,shap_relative_l2_error,full_kernel_loss,full_kernel_excess_loss,efficiency_residual,condition_number,explanation_drift_vs_full_rows,downstream_rmse,row_gram_relative_error,row_budget_exact,runtime_seconds
synthetic_threshold|not_applicable|seed=29|budget=4|kernel_weight,completed,synthetic_threshold,not_applicable,29,4.0,40,40,kernel_weight,0.007988875491906028,0.23358936937735283,0.046999194609180714,0.007988875491906015,2.220446049250313e-16,2.747663450425896e+16,0.0,,,True,0.003333799999381881
synthetic_threshold|not_applicable|seed=29|budget=4|leverage,completed,synthetic_threshold,not_applicable,29,4.0,40,40,leverage,0.007235569234919312,0.22230365317331213,0.04624588835219401,0.00723556923491931,2.220446049250313e-16,3.0191439594620456e+16,0.0,,,True,0.003872199999022996
synthetic_threshold|not_applicable|seed=29|budget=8|kernel_weight,completed,synthetic_threshold,not_applicable,29,8.0,80,80,kernel_weight,0.002271515376771839,0.12455698533402441,0.04128183449404654,0.0022715153767718446,2.220446049250313e-16,5.056113462131263e+16,0.0,,,True,0.0030960999974922743
synthetic_threshold|not_applicable|seed=29|budget=8|leverage,completed,synthetic_threshold,not_applicable,29,8.0,80,80,leverage,0.0031374204875411664,0.14638501176878285,0.042147739604815895,0.003137420487541197,6.661338147750939e-16,3.2910508792076452e+16,0.0,,,True,0.003304099998786114
synthetic_threshold|not_applicable|seed=29|budget=16|kernel_weight,completed,synthetic_threshold,not_applicable,29,16.0,160,160,kernel_weight,0.0007851352073413448,0.07322889387906005,0.039795454324616036,0.0007851352073413378,2.220446049250313e-16,1.6855488046967964e+16,0.0,,,True,0.003240999998524785
synthetic_threshold|not_applicable|seed=29|budget=16|leverage,completed,synthetic_threshold,not_applicable,29,16.0,160,160,leverage,0.0012855008526370235,0.0937014760818918,0.04029581996991172,0.0012855008526370185,2.220446049250313e-16,2.761091310262767e+16,0.0,,,True,0.0034763999974529725
diabetes_hist_gradient_boosting|D0_full_rows|seed=29|budget=2|kernel_weight,completed,diabetes_hist_gradient_boosting,D0_full_rows,29,2.0,20,20,kernel_weight,34.50623347341134,0.291846526069279,81.61978140863306,34.506233473411314,2.842170943040401e-14,4.47248507230433e+16,0.0,60.849147907349426,0.0,True,0.011421500003052643
diabetes_hist_gradient_boosting|D0_full_rows|seed=29|budget=2|leverage,completed,diabetes_hist_gradient_boosting,D0_full_rows,29,2.0,20,20,leverage,4.529494842867698,0.10573788874876434,51.64304277808949,4.5294948428677415,8.526512829121202e-14,2.7695480091902668e+16,0.0,60.849147907349426,0.0,True,0.011142200000904268
diabetes_hist_gradient_boosting|D0_full_rows|seed=29|budget=4|kernel_weight,completed,diabetes_hist_gradient_boosting,D0_full_rows,29,4.0,40,40,kernel_weight,2.635427825952214,0.08065500332790371,49.748975761173895,2.6354278259521493,5.684341886080802e-14,2.747663450425896e+16,0.0,60.849147907349426,0.0,True,0.013130200000887271
diabetes_hist_gradient_boosting|D0_full_rows|seed=29|budget=4|leverage,completed,diabetes_hist_gradient_boosting,D0_full_rows,29,4.0,40,40,leverage,1.3173617497084915,0.05702407832823373,48.430909684930185,1.3173617497084393,2.842170943040401e-14,3.0191439594620456e+16,0.0,60.849147907349426,0.0,True,0.01067499999771826
diabetes_hist_gradient_boosting|D0_full_rows|seed=29|budget=8|kernel_weight,completed,diabetes_hist_gradient_boosting,D0_full_rows,29,8.0,80,80,kernel_weight,0.7232121739834284,0.04225115776345766,47.836760109205144,0.7232121739833985,0.0,5.056113462131263e+16,0.0,60.849147907349426,0.0,True,0.009697800000139978
diabetes_hist_gradient_boosting|D0_full_rows|seed=29|budget=8|leverage,completed,diabetes_hist_gradient_boosting,D0_full_rows,29,8.0,80,80,leverage,0.8221687859123143,0.045049112778808256,47.935716721134014,0.8221687859122682,5.684341886080802e-14,3.2910508792076452e+16,0.0,60.849147907349426,0.0,True,0.011026899999706075
diabetes_hist_gradient_boosting|D0_full_rows|seed=29|budget=16|kernel_weight,completed,diabetes_hist_gradient_boosting,D0_full_rows,29,16.0,160,160,kernel_weight,0.13145130522575557,0.01801308926801562,47.244999240447505,0.13145130522575954,2.842170943040401e-14,1.6855488046967964e+16,0.0,60.849147907349426,0.0,True,0.010722500002884772
