regime,snr,budget_ratio,arm,runs,mean_gain,median_gain,worst_gain,win_rate,mean_fit_seconds,mean_detected_spikes,mean_expert_count,mean_routing_entropy,mean_oracle_gap
heteroskedastic,2.0,0.1,B2_bulk_multi_spike,5,-0.24832617213547792,-0.2336537405976891,-0.6238188017560237,0.2,0.000512099999999549,1.0,1.4,0.04482746199034332,0.08388561301948916
heteroskedastic,2.0,0.1,B3_validation_selected,5,0.0,0.0,0.0,0.0,0.0013549400000002266,1.0,3.0,0.9884366025710201,0.35327754142555645
heteroskedastic,2.0,0.2,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.0014316600000007895,1.0,3.0,1.0808753128240247,0.3061062584984314
heteroskedastic,2.0,0.2,B1_bulk_single_spike,5,0.2052084074460955,0.16839789915804051,0.10803663158013917,1.0,0.0005204200000001435,1.0,1.4,0.04482746199034332,0.04370270701495128
heteroskedastic,2.0,0.2,B2_bulk_multi_spike,5,0.14617243232313476,0.17371247687576225,-0.10799415085345898,0.8,0.0004974000000011359,1.0,1.4,0.04482746199034332,0.06641831977212327
heteroskedastic,2.0,0.2,B3_validation_selected,5,0.16670834695028222,0.16839789915804051,0.0,0.8,0.0007030800000009663,1.0,1.8,0.2613510279902527,0.13957404355375438
multiple_spikes,0.5,0.05,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.0013285000000003322,0.6,3.0,1.0743898267789855,0.3885487650234088
multiple_spikes,0.5,0.05,B1_bulk_single_spike,5,-0.33008033767641837,-0.38372320922107805,-0.7020291586657408,0.2,0.00036811999999954994,0.6,1.0,0.0,0.0
multiple_spikes,0.5,0.05,B2_bulk_multi_spike,5,-0.33079172768842113,-0.37618931331826677,-0.4832382103091526,0.0,0.00037512000000035074,0.6,1.0,0.0,0.0
multiple_spikes,0.5,0.05,B3_validation_selected,5,0.025112389652582657,0.0,0.0,0.2,0.001129540000000162,0.6,2.6,0.8578464985631055,0.28956905000104827
multiple_spikes,0.5,0.1,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.0013833800000000451,0.6,3.0,1.062569915039624,0.3792555326979642
