dataset,task_id,task_name,suite_id,problem_type,seed,budget_ratio,model,n_train,n_validation,n_test,selection_status,selected_arm_name,arm_name,paired_fold_count,primary_metric,robust_metric,mean_relative_gain,median_relative_gain,positive_fold_fraction,robust_mean_relative_gain,robust_median_relative_gain,robust_positive_fold_fraction,tail_metric,tail_quantile,tail_mean_relative_gain,tail_median_relative_gain,tail_positive_fold_fraction,eligible,rejection_reasons,confidence_lower,confidence_upper,robust_confidence_lower,robust_confidence_upper,tail_confidence_lower,tail_confidence_upper
diamonds__task_233211,233211,diamonds,269,regression,11,0.1,lightgbm,8000,2000,5394,fallback_to_a2,A2_median_scaled_euclidean,A5_gmm_posterior,5,rmse,mae,-0.010841760054391154,-0.008452872842141183,0.0,-0.013419876359824737,-0.012049379821487058,0.0,tail_mean_absolute_error,0.9,-0.010883395703604975,-0.006875405139456089,0.0,False,"['mean_gain_below_threshold', 'median_gain_below_threshold', 'unstable_primary_gain_sign', 'primary_confidence_interval_exceeds_harm_margin', 'robust_mean_exceeds_harm_margin', 'robust_median_exceeds_harm_margin', 'robust_confidence_interval_exceeds_harm_margin', 'tail_mean_exceeds_harm_margin', 'tail_median_exceeds_harm_margin', 'tail_confidence_interval_exceeds_harm_margin']",-0.016603974521524276,-0.006491038288071678,-0.018274626055268906,-0.009037624212737285,-0.019276518588922136,-0.004606218444462215
diamonds__task_233211,233211,diamonds,269,regression,11,0.1,lightgbm,8000,2000,5394,fallback_to_a2,A2_median_scaled_euclidean,A6_cosine_negative_control,5,rmse,mae,0.000580013898603264,0.0004551840471458427,0.6,-0.00023385414293611894,-0.0008131205738144605,0.4,tail_mean_absolute_error,0.9,8.015656261737147e-05,-1.4148916693711063e-06,0.4,False,['unstable_primary_gain_sign'],-2.5932124879082916e-05,0.0012895227897676284,-0.0033576906361779133,0.004034272525163658,-1.286272831000759e-05,0.00018321643939835265
