dataset,task_id,task_name,suite_id,problem_type,seed,budget_ratio,model,n_train,n_validation,n_test,selection_status,selected_arm_name,arm_name,paired_fold_count,primary_metric,robust_metric,mean_relative_gain,median_relative_gain,positive_fold_fraction,robust_mean_relative_gain,robust_median_relative_gain,robust_positive_fold_fraction,tail_metric,tail_quantile,tail_mean_relative_gain,tail_median_relative_gain,tail_positive_fold_fraction,eligible,rejection_reasons,confidence_lower,confidence_upper,robust_confidence_lower,robust_confidence_upper,tail_confidence_lower,tail_confidence_upper
diamonds__task_233211,233211,diamonds,269,regression,11,0.1,lightgbm,8000,2000,5394,fallback_to_a2,A2_median_scaled_euclidean,A5_gmm_posterior,5,rmse,mae,-0.006824350355861227,-0.005866686122472051,0.0,-0.005586584106443472,-0.005184574021445576,0.2,tail_mean_absolute_error,0.9,-0.009315166904858646,-0.007526064926050105,0.0,False,"['mean_gain_below_threshold', 'median_gain_below_threshold', 'unstable_primary_gain_sign', 'primary_confidence_interval_exceeds_harm_margin', 'robust_mean_exceeds_harm_margin', 'robust_median_exceeds_harm_margin', 'robust_confidence_interval_exceeds_harm_margin', 'tail_mean_exceeds_harm_margin', 'tail_median_exceeds_harm_margin', 'tail_confidence_interval_exceeds_harm_margin']",-0.010150823388087715,-0.004112437736364742,-0.008713271641223133,-0.002420304930291107,-0.01572429023722071,-0.0039151934926178675
diamonds__task_233211,233211,diamonds,269,regression,11,0.1,lightgbm,8000,2000,5394,fallback_to_a2,A2_median_scaled_euclidean,A6_cosine_negative_control,5,rmse,mae,0.000520049975521517,-1.19753280524814e-05,0.4,0.0017158359625784921,0.00019569679787424346,0.6,tail_mean_absolute_error,0.9,0.0006600499491138995,2.578679019456093e-06,0.8,False,"['median_gain_below_threshold', 'unstable_primary_gain_sign']",-6.611417655513828e-05,0.0013661520175961845,-0.00017015892799092714,0.004057585651706075,7.296329164355998e-07,0.0016697876253229504
