dataset,task_id,task_name,suite_id,problem_type,seed,budget_ratio,model,n_train,n_validation,n_test,selection_status,selected_arm_name,arm_name,paired_fold_count,primary_metric,robust_metric,mean_relative_gain,median_relative_gain,positive_fold_fraction,robust_mean_relative_gain,robust_median_relative_gain,robust_positive_fold_fraction,tail_metric,tail_quantile,tail_mean_relative_gain,tail_median_relative_gain,tail_positive_fold_fraction,eligible,rejection_reasons,confidence_lower,confidence_upper,robust_confidence_lower,robust_confidence_upper,tail_confidence_lower,tail_confidence_upper
diamonds__task_233211,233211,diamonds,269,regression,11,0.1,lightgbm,8000,2000,5394,fallback_to_a2,A2_median_scaled_euclidean,A5_gmm_posterior,5,rmse,mae,-0.005366318160834609,-0.005033160469026513,0.2,-0.004771751923397788,-0.004425733537091164,0.2,tail_mean_absolute_error,0.9,-0.005647673389292914,-0.005480380129610895,0.2,False,"['mean_gain_below_threshold', 'median_gain_below_threshold', 'unstable_primary_gain_sign', 'primary_confidence_interval_exceeds_harm_margin', 'robust_confidence_interval_exceeds_harm_margin', 'tail_mean_exceeds_harm_margin', 'tail_median_exceeds_harm_margin', 'tail_confidence_interval_exceeds_harm_margin']",-0.009175871302448537,-0.0015950844560153406,-0.009739515295281732,0.0009450476169988408,-0.010274578842737006,-0.0016813734042430788
diamonds__task_233211,233211,diamonds,269,regression,11,0.1,lightgbm,8000,2000,5394,fallback_to_a2,A2_median_scaled_euclidean,A6_cosine_negative_control,5,rmse,mae,0.0001591129989928883,1.4367571294369582e-05,0.6,0.00022402533363611847,8.684224560969283e-05,0.6,tail_mean_absolute_error,0.9,-2.5092497593150155e-05,-1.4281295130239141e-08,0.4,False,['unstable_primary_gain_sign'],-0.00016333663877026128,0.0005532891351153178,-0.0006251843205962279,0.0010732349878684647,-7.688199667365383e-05,1.5830286238690057e-06
