dataset,problem_type,seed,budget_ratio,model,row_arm_id,selection_method,training_reweighting,status,selected_geometry_arm,primary_metric,primary_value,rmse,mae,tail_mae,roc_auc,log_loss,n_experts,total_train_rows,ensemble_fit_seconds,sampler_fit_seconds,gram_relative_error_mean,projection_cost_error_mean,principal_angle_max_mean,effective_sample_size_mean,inclusion_probability_min_mean,inclusion_probability_max_mean
OnlineNewsPopularity__task_359941,regression,11,0.2,lightgbm,R0_uniform,uniform,none,completed,A6_cosine_negative_control,rmse,15806.890890788356,15806.890890788356,3769.342413633389,19172.610046961658,,,2,5709,59.63051404058933,58.80225545354188,0.2273814751735973,7.180844660018305e-12,2.2530731643016697e-06,2854.5,0.2000220921241577,0.2000220921241577
OnlineNewsPopularity__task_359941,regression,29,0.05,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15727.382393249072,15727.382393249072,3710.2097045640025,18623.15699069243,,,1,1427,61.83760433271527,61.36407857760787,0.3274594577980604,4.2985586306321917e-14,2.2588727439225506e-06,1427.0,0.0499947447710472,0.0499947447710472
OnlineNewsPopularity__task_359941,regression,29,0.1,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15594.447524349134,15594.447524349134,3401.625238442824,17782.952053736743,,,1,2854,61.92430507391691,61.44557925499976,0.3194968404786402,7.17073234727185e-12,2.4148365394514667e-06,2854.0,0.0999894895420944,0.0999894895420944
OnlineNewsPopularity__task_359941,regression,29,0.2,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15555.125735579351,15555.125735579351,3249.295517070506,17624.96411025971,,,1,5709,63.46229235641658,62.985825041309,0.3077667116572622,3.9762886924037335e-11,3.4150945850063763e-06,5709.0,0.2000140139438742,0.2000140139438742
OnlineNewsPopularity__task_359941,regression,47,0.05,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15730.442729528984,15730.442729528984,3927.1770401949193,19149.656052203576,,,2,1427,79.38173399120569,78.63745432719588,0.3248573567977775,2.6505398650010295e-12,2.608215705432373e-06,713.5,0.0499946571085137,0.0499946571085137
OnlineNewsPopularity__task_359941,regression,47,0.1,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15645.549578419954,15645.549578419954,3707.7205020170486,18445.9881917439,,,2,2854,81.60589434951544,80.79794164747,0.2917908360206449,5.132572046079322e-12,2.4100968413386665e-06,1427.0,0.0999893142170274,0.0999893142170274
OnlineNewsPopularity__task_359941,regression,47,0.2,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15595.026934342091,15595.026934342091,3555.661080262987,18268.96040180908,,,2,5709,80.28105962835252,79.41222372464836,0.2575935816431112,6.249377508756388e-12,2.6429191296410358e-06,2854.5,0.2000152799514276,0.2000152799514276
bank-marketing__task_359982,classification,11,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A5_gmm_posterior,roc_auc,0.8879049679093423,,,,0.8879049679093423,0.3263574846030723,2,1628,80.44222895801067,79.64998931065202,0.1218138321458801,2.0634717931395988e-12,2.161966224933945e-06,814.0,0.0135012087976101,0.1042645011812937
bank-marketing__task_359982,classification,11,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,roc_auc,0.9035201962602796,,,,0.9035201962602796,0.2780744938573747,2,3255,79.80620475672185,78.83016541972756,0.1020406173457922,5.127574525134083e-13,2.2037083104425523e-06,1627.5,0.0269436960147158,0.2080891645355949
bank-marketing__task_359982,classification,11,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,roc_auc,0.9176725621444332,,,,0.9176725621444332,0.2313514322799071,2,6510,82.47308213822544,81.5328816473484,0.0678643181657467,4.299986672267654e-12,2.488078739103125e-06,3255.0,0.0537977868418833,0.4154647685924985
bank-marketing__task_359982,classification,29,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,roc_auc,0.8907615737749001,,,,0.8907615737749001,0.3060865048934141,2,1628,79.49153959564865,78.73131285980344,0.117239782903279,7.023224114561821e-12,1.6939376219437605e-06,814.0,0.0171950380022165,0.0957669538395218
bank-marketing__task_359982,classification,29,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,roc_auc,0.906868210294291,,,,0.906868210294291,0.2738272620967988,2,3255,82.03512622974813,81.10167027823627,0.1077954845889785,6.794557078596004e-12,2.326315363953327e-06,1627.5,0.0343212174222051,0.1913683971722016
bank-marketing__task_359982,classification,29,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A5_gmm_posterior,roc_auc,0.916204492076635,,,,0.916204492076635,0.2357109392311196,2,6510,83.21770546026528,82.2246841005981,0.0947659236190953,1.415919002211935e-11,2.623241689980812e-06,3255.0,0.0685217423032505,0.3822432005178372
bank-marketing__task_359982,classification,47,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,roc_auc,0.8921245449858614,,,,0.8921245449858614,0.3051344802978095,2,1628,61.56797258555889,60.70005067996681,0.0644314865857691,1.4927960979208353e-12,2.0002028497841475e-06,814.0,0.0094158552483364,0.1152981037609883
bank-marketing__task_359982,classification,47,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A5_gmm_posterior,roc_auc,0.9003497140790334,,,,0.9003497140790334,0.2870763247336067,2,3255,63.91257074289024,62.89675821177661,0.0566250562816356,4.905088505877418e-13,2.0913097891518726e-06,1627.5,0.0188277328231357,0.2308954196076692
bank-marketing__task_359982,classification,47,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A5_gmm_posterior,roc_auc,0.9114935068316624,,,,0.9114935068316624,0.2509428229516183,2,6510,63.69691141135991,62.77507766708732,0.0389139755697944,7.085026504228529e-13,2.545259792216354e-06,3255.0,0.0377937755049699,0.4611504121671379
covertype__task_7593,classification,11,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,log_loss,0.7651303195471049,,,,,0.7651303195471049,3,2000,61.946830313652754,56.78686290793121,0.038464040902636,7.93231646280579e-13,1.2055477343065366e-06,666.6666666666666,0.0106044424775599,0.1448321552699485
covertype__task_7593,classification,11,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,log_loss,0.7042259804734048,,,,,0.7042259804734048,3,4000,62.24445631541312,56.41570054553449,0.0180068540961529,1.4333277423608748e-12,1.550876909302218e-06,1333.3333333333333,0.0212316773964358,0.2597856129954949
covertype__task_7593,classification,11,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,log_loss,0.5759354556278187,,,,,0.5759354556278187,3,8000,63.14418659172952,57.31716521456838,0.0107946589764152,1.496708011972156e-12,1.2562464028268383e-06,2666.6666666666665,0.0424861472341876,0.4930374202976089
covertype__task_7593,classification,29,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,log_loss,0.8706899929736228,,,,,0.8706899929736228,2,2000,65.57149819284678,62.02394594065845,0.0280973229725349,8.037520777886494e-13,1.808321601459805e-06,1000.0,0.0089102051290272,0.1358758524853373
covertype__task_7593,classification,29,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,log_loss,0.6897868504664224,,,,,0.6897868504664224,2,4000,67.0287809446454,62.906318716704845,0.0156625183963535,3.427676450924668e-12,1.558257090071078e-06,2000.0,0.0178448716247777,0.2717517049706746
covertype__task_7593,classification,29,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,log_loss,0.5849377839550638,,,,,0.5849377839550638,2,8000,67.80934195593,63.82149215973914,0.0068613591906161,9.65575680297709e-13,2.161966224933945e-06,4000.0,0.0357015709937375,0.5408554442049134
covertype__task_7593,classification,47,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,log_loss,0.867772414836737,,,,,0.867772414836737,2,2000,72.33508085086942,68.91406842879951,0.0195364769533591,4.815453475566184e-12,2.4148365394514667e-06,1000.0,0.0128145208250248,0.110384166136146
covertype__task_7593,classification,47,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,log_loss,0.6910002102302665,,,,,0.6910002102302665,2,4000,72.4091931283474,67.85448578186333,0.0169606927643224,1.3023763690997894e-11,2.4793710361522337e-06,2000.0,0.0255882465189341,0.2213607413004739
covertype__task_7593,classification,47,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,log_loss,0.5490597445681508,,,,,0.5490597445681508,2,8000,74.47853782959282,70.2321105916053,0.0092085690748599,1.54724401955534e-12,2.175091266537212e-06,4000.0,0.051196890603426,0.4408163368922185
diamonds__task_233211,regression,11,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,rmse,825.3266661299785,825.3266661299785,436.4256022121645,2143.466048130208,,,2,1942,72.5734493304044,72.00071879476309,0.0676029998667426,2.2613424261052138e-12,2.5518121902733107e-06,971.0,0.0112898199794655,0.0751553035804891
diamonds__task_233211,regression,11,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,690.1834989978379,690.1834989978379,367.4946222337539,1747.947032913165,,,2,3884,103.9776393007487,103.3169864565134,0.0284376976562888,5.17681496638417e-13,2.613873108183619e-06,1942.0,0.022579639958931,0.1503106071609783
diamonds__task_233211,regression,11,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,588.804943769564,588.804943769564,319.82986709282284,1461.5254261963855,,,2,7767,96.87842496298254,96.18738094344737,0.0323985881999204,2.4122105857380284e-12,3.0760435685361976e-06,3883.5,0.0451519998636875,0.3005884162343932
diamonds__task_233211,regression,29,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,823.9762742082238,823.9762742082238,445.4565534606159,2151.0522137715798,,,2,1942,71.7119651325047,71.0739302970469,0.0569038493535833,9.305886862477388e-12,2.4148365394514667e-06,971.0,0.0074594115994147,0.0800095565223195
diamonds__task_233211,regression,29,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,669.4381906118227,669.4381906118227,363.0249955277736,1711.557843821021,,,2,3884,72.06276214309037,71.38999719917774,0.0400850395325248,7.597824451505247e-13,1.381434778334008e-06,1942.0,0.0149188231988294,0.160019113044639
diamonds__task_233211,regression,29,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,600.4221026610956,600.4221026610956,327.2751971775994,1513.5711062265743,,,2,7767,72.79937692172825,72.0825410131365,0.0226460171562373,3.009260889590576e-12,1.280660469377391e-06,3883.5,0.029834363540355,0.3199888879592261
diamonds__task_233211,regression,47,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,801.1518921664161,801.1518921664161,427.33882946341873,2047.970810224788,,,2,1942,82.33461892791092,81.64911341108382,0.053493882620626,2.6051207794681592e-12,1.983210018212869e-06,971.0,0.0119715819547371,0.0755829503055846
diamonds__task_233211,regression,47,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,688.6072425901431,688.6072425901431,373.8944134498744,1768.9181719247483,,,2,3884,74.86696938425303,74.13270065933466,0.0327572854186599,3.0286098987745225e-12,2.3955895587668943e-06,1942.0,0.0239426899941561,0.1511532911546881
diamonds__task_233211,regression,47,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,608.5928667868659,608.5928667868659,334.5636513345106,1538.1177579210428,,,2,7767,75.80016712099314,75.13526886329055,0.0211516012011082,6.381165768598312e-13,2.3368546416870086e-06,3883.5,0.0478794182178048,0.302273057854191
OnlineNewsPopularity__task_359941,regression,11,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,rmse,16000.0409458114,16000.0409458114,4656.199671432846,21202.91226870416,,,2,1427,65.05698029138148,64.48612431064248,0.2395472592950393,7.78367688878501e-12,1.983210018212869e-06,713.5,0.0056478746438292,0.1058204596655249
OnlineNewsPopularity__task_359941,regression,11,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,rmse,15908.130369299455,15908.130369299455,4404.679111048408,20159.000481414903,,,2,2854,72.93911766074598,72.18663845770061,0.7220951142001166,4.397544221716623e-12,2.3368546416870086e-06,1427.0,0.0112957492876585,0.2116409193310498
OnlineNewsPopularity__task_359941,regression,11,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,rmse,15698.275103575228,15698.275103575228,3787.821581270505,18620.76640788816,,,2,5709,60.54243633709848,59.77136290445924,0.2925491370043437,5.1061875411943016e-12,2.161966224933945e-06,2854.5,0.022592710052687,0.4232678010124285
OnlineNewsPopularity__task_359941,regression,29,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,15728.20707060418,15728.20707060418,3780.3578181129305,18533.500277419196,,,1,1427,61.70593463256955,61.21299097314477,0.3181003517549302,1.0863918089617956e-11,2.2588727439225506e-06,1427.0,0.007689304016282,0.1150020325721357
OnlineNewsPopularity__task_359941,regression,29,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,15673.3690693458,15673.3690693458,3470.4431591929865,18342.52406906358,,,1,2854,62.19886849820614,61.68698700517416,0.3082865446600177,9.167474561012765e-12,2.6998693283819165e-06,2854.0,0.0153786080325641,0.2300040651442714
OnlineNewsPopularity__task_359941,regression,29,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,15432.933589741258,15432.933589741258,3211.1007263745337,17639.607806469885,,,1,5709,64.14303788542747,63.63958407007158,0.3108866536118016,3.782505088209122e-12,1.2074182697257331e-06,5709.0,0.0307626045052237,0.4600887203604223
OnlineNewsPopularity__task_359941,regression,47,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,15699.228819005071,15699.228819005071,3678.690932133985,18550.36365447352,,,2,1427,78.47278529778123,77.76803158223629,1.6991424839921851,1.055885321162974e-11,2.2588727439225506e-06,713.5,0.0128462869922824,0.1060003059508953
OnlineNewsPopularity__task_359941,regression,47,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,15573.106655560789,15573.106655560789,3313.494525476876,17316.065561971736,,,2,2854,79.97169695049524,79.24933360889554,0.7504982639505738,7.605917396288897e-12,2.545259792216354e-06,1427.0,0.0256925739845649,0.2120006119017906
OnlineNewsPopularity__task_359941,regression,47,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,15537.797567345302,15537.797567345302,3346.898164049908,17487.560344702546,,,2,5709,80.92684150487185,80.09765522368252,0.2782432052760991,4.871614413376969e-12,2.8287139976620566e-06,2854.5,0.0513939562023201,0.4240708694647092
bank-marketing__task_359982,classification,11,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A5_gmm_posterior,roc_auc,0.8931338727461148,,,,0.8931338727461148,0.3021725044410112,2,1628,86.58953754976392,85.73453261889517,0.0583385706229215,3.498245330661599e-12,2.0002028497841475e-06,814.0,0.0219111466045875,0.9122037713665916
bank-marketing__task_359982,classification,11,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,roc_auc,0.9098739429161714,,,,0.9098739429161714,0.2596056374849674,2,3255,80.03980299457908,79.03031420893967,0.0449086983818573,3.37431873483681e-12,2.630595133568349e-06,1627.5,0.0441398904111241,1.0
bank-marketing__task_359982,classification,11,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,roc_auc,0.9149887539489004,,,,0.9149887539489004,0.2278281511633779,2,6510,82.61018302105367,81.6114559378475,0.0280872085217954,2.465385386241724e-12,2.2352084245856024e-06,3255.0,0.0889432050545527,1.0
bank-marketing__task_359982,classification,29,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,roc_auc,0.8885819560412197,,,,0.8885819560412197,0.3097997388619863,2,1628,80.27115002088249,79.49795360676944,0.0753766756030867,7.229328062964916e-12,1.3499346641909582e-06,814.0,0.0249772405811118,0.5484739676306293
bank-marketing__task_359982,classification,29,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,roc_auc,0.9000907542831335,,,,0.9000907542831335,0.2701482387556645,2,3255,89.85232203640044,88.96704477444291,0.0567177982701703,6.588423622842092e-12,1.4574827811144603e-06,1627.5,0.0500431634919536,0.5969923660290225
bank-marketing__task_359982,classification,29,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,roc_auc,0.9168047864481176,,,,0.9168047864481176,0.2347067230984305,2,6510,85.13456985913217,84.18236976489425,0.0305515539664607,6.127368768336116e-12,2.488078739103125e-06,3255.0,0.1003116755222343,0.6940291628258092
bank-marketing__task_359982,classification,47,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,roc_auc,0.8749096362869426,,,,0.8749096362869426,0.341038154899227,2,1628,62.206869676709175,61.311523957178,0.0527334630615024,1.4521789002639998e-12,2.545259792216354e-06,814.0,0.019258540039085,1.0
bank-marketing__task_359982,classification,47,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,roc_auc,0.8974964221413939,,,,0.8974964221413939,0.271520493473524,2,3255,62.86688205972314,61.949964102357626,0.0323607001744277,1.4077147653910956e-12,2.175091266537212e-06,1627.5,0.0387146567787247,1.0
bank-marketing__task_359982,classification,47,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,roc_auc,0.9127793108639553,,,,0.9127793108639553,0.2438870202901057,2,6510,64.12482619658113,62.96797897107899,0.0238505838656327,3.968523088833693e-13,1.4574827811144603e-06,3255.0,0.0785377355513631,1.0
covertype__task_7593,classification,11,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,log_loss,0.7586535150473191,,,,,0.7586535150473191,3,2000,62.06834762729704,57.34387666918337,0.0218097765182915,1.4002318747816177e-12,1.3893228847796576e-06,666.6666666666666,0.0201769778868366,0.3927361485628128
covertype__task_7593,classification,11,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,log_loss,0.6876567867693489,,,,,0.6876567867693489,3,4000,62.291577303782105,56.90082648023963,0.0143872322968652,6.970122709785345e-13,1.6483567823731274e-06,1333.3333333333333,0.0404002893151399,0.645439398695776
covertype__task_7593,classification,11,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,log_loss,0.5814609936130994,,,,,0.5814609936130994,3,8000,63.080155758187175,57.39369893632829,0.0107872743952578,3.901193012393805e-13,2.019243275192537e-06,2666.6666666666665,0.0808543349594359,0.957137096529786
covertype__task_7593,classification,29,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,log_loss,0.8557765805466774,,,,,0.8557765805466774,2,2000,77.62499058432877,73.98927149176598,0.0134306847273123,4.541787024126527e-12,1.649364029438803e-06,1000.0,0.018950443039969,0.4952142864564937
covertype__task_7593,classification,29,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,log_loss,0.6854663456482831,,,,,0.6854663456482831,2,4000,72.46669083274901,68.64349872805178,0.0131223581758741,5.821524180858976e-12,2.326315363953327e-06,2000.0,0.0379548410130358,0.9276196241100512
covertype__task_7593,classification,29,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,log_loss,0.5600174314996832,,,,,0.5600174314996832,2,8000,68.95328167453408,65.03267804160714,0.0088780469514481,4.8314091675529295e-12,2.0913097891518726e-06,4000.0,0.0759771060259653,1.0
covertype__task_7593,classification,47,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,log_loss,0.8400854078473985,,,,,0.8400854078473985,2,2000,101.15569906681776,97.5651326160878,0.0258076227400201,5.7042949550693874e-12,2.0002028497841475e-06,1000.0,0.0218677470332623,0.5229115289412709
covertype__task_7593,classification,47,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,log_loss,0.674340900491246,,,,,0.674340900491246,2,4000,83.24982707388699,79.3785750400275,0.0153550906574245,3.801429098642309e-12,2.4148365394514667e-06,2000.0,0.0436692340263252,0.9365625428642056
covertype__task_7593,classification,47,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,log_loss,0.5709480606655228,,,,,0.5709480606655228,2,8000,72.70883500762284,68.30775131843984,0.0093973395942438,7.456294671922528e-12,2.2352084245856024e-06,4000.0,0.0874166861881989,1.0
diamonds__task_233211,regression,11,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,rmse,816.2605837373552,816.2605837373552,432.5220246876362,2117.85688119251,,,2,1942,73.77715883404016,73.15427837334573,0.054648661409021,1.9862575186367704e-12,2.6861976031968315e-06,971.0,0.0208254989427924,0.7768154644956191
diamonds__task_233211,regression,11,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,693.0919241132231,693.0919241132231,361.1719962653477,1729.7807699549835,,,2,3884,73.85715941153467,73.19166767597198,0.0406369891491612,1.807877431319176e-12,2.894602753726177e-06,1942.0,0.0417075803427278,1.0
diamonds__task_233211,regression,11,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,rmse,605.7187537591878,605.7187537591878,323.37150498156353,1518.9137877204296,,,2,7767,78.11836217343807,77.39079559221864,0.0202164783568117,4.353222281441405e-13,2.3368546416870086e-06,3883.5,0.0834897564792168,1.0
diamonds__task_233211,regression,29,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,793.1546299461277,793.1546299461277,429.1105999207343,2038.3452086813224,,,2,1942,72.27269747667015,71.61145477928221,0.0463996948453597,6.000274747417299e-12,2.175091266537212e-06,971.0,0.0179685047861056,0.8187467713719317
diamonds__task_233211,regression,29,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,657.5712469575584,657.5712469575584,361.2110956444986,1671.4496099637406,,,2,3884,72.6879723481834,71.96817836351693,0.0373344775068789,3.4102520047840296e-12,1.1294363719612753e-06,1942.0,0.0359762178868407,1.0
diamonds__task_233211,regression,29,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,610.1889466361729,610.1889466361729,332.0865930646647,1539.311262963986,,,2,7767,73.15787887014449,72.44575922377408,0.0217577188672812,4.364303707584172e-12,2.2530731643016697e-06,3883.5,0.0720139144505881,1.0
diamonds__task_233211,regression,47,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,828.2275110740019,828.2275110740019,447.31673387939367,2150.487896584058,,,2,1942,74.39053474739194,73.70764025114477,0.0509162911943847,3.301662227305096e-13,1.4574827811144603e-06,971.0,0.0212889802789372,0.9366944346517858
diamonds__task_233211,regression,47,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,716.9302398482946,716.9302398482946,385.49112168376274,1835.6836123150856,,,2,3884,74.10172265954316,73.43113722465932,0.0358358962201576,4.227001461153239e-12,2.4793710361522337e-06,1942.0,0.0426409713454734,1.0
diamonds__task_233211,regression,47,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,622.0022180986302,622.0022180986302,339.2917995554409,1573.6379508779755,,,2,7767,75.91065072268248,75.2606150675565,0.0199871391881453,1.5087021508151956e-12,1.9468079364612824e-06,3883.5,0.0853784409442506,1.0
OnlineNewsPopularity__task_359941,regression,11,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,15620.568877341297,15620.568877341297,3742.98867925749,18191.70963377993,,,2,1427,59.1201230250299,58.48167126439512,0.1234577376187565,2.29812851814769e-12,2.557352933916692e-06,713.5,0.0169492056462689,1.0
OnlineNewsPopularity__task_359941,regression,11,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,rmse,15957.874739899757,15957.874739899757,4092.7233442592897,20434.37767762411,,,2,2854,59.335255002602935,58.570565577596426,0.061451961832033,2.672484742524831e-12,2.4510378813166933e-06,1427.0,0.0342742245728314,1.0
