dataset,problem_type,seed,budget_ratio,model,row_arm_id,selection_method,training_reweighting,status,selected_geometry_arm,primary_metric,primary_value,rmse,mae,tail_mae,roc_auc,log_loss,n_experts,total_train_rows,ensemble_fit_seconds,sampler_fit_seconds,gram_relative_error_mean,projection_cost_error_mean,principal_angle_max_mean,effective_sample_size_mean,inclusion_probability_min_mean,inclusion_probability_max_mean
covertype__task_7593,classification,11,0.2,lightgbm,R0_uniform,uniform,none,completed,A6_cosine_negative_control,log_loss,0.567439461796591,,,,,0.567439461796591,3,8000,63.02974831312895,56.61738801188767,0.0086238303660606,8.580506162829816e-13,1.346355036745297e-06,2666.6666666666665,0.1956155553490908,0.2190297171500179
covertype__task_7593,classification,29,0.05,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,log_loss,0.8517930671583007,,,,,0.8517930671583007,2,2000,66.35938894376159,62.64649368263781,0.015401677208052,3.966605443997295e-12,2.0002028497841475e-06,1000.0,0.0493274915287622,0.0537273580140001
covertype__task_7593,classification,29,0.1,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,log_loss,0.6748284300635781,,,,,0.6748284300635781,2,4000,66.47191619127989,62.191720094531775,0.0161784630830442,5.209109355586577e-12,1.6939376219437605e-06,2000.0,0.0987095503389825,0.101410839287003
covertype__task_7593,classification,29,0.2,lightgbm,R0_uniform,uniform,none,completed,A6_cosine_negative_control,log_loss,0.5510556953440626,,,,,0.5510556953440626,2,8000,67.30752737633884,62.90027046203613,0.0080687524221953,1.5617336891754224e-12,1.558257090071078e-06,4000.0,0.1974875002240103,0.2010768204527819
covertype__task_7593,classification,47,0.05,lightgbm,R0_uniform,uniform,none,completed,A6_cosine_negative_control,log_loss,0.8260198757460294,,,,,0.8260198757460294,2,2000,71.75387909822166,67.6840791106224,0.0255558176390849,4.7290174092921545e-12,1.8843696042402577e-06,1000.0,0.0496738847982741,0.0704243686539963
covertype__task_7593,classification,47,0.1,lightgbm,R0_uniform,uniform,none,completed,A6_cosine_negative_control,log_loss,0.681223786573828,,,,,0.681223786573828,2,4000,71.01928318478167,67.08419793844223,0.0175644005118031,4.544751272110255e-12,2.326315363953327e-06,2000.0,0.0997837967988946,0.1161155948971621
covertype__task_7593,classification,47,0.2,lightgbm,R0_uniform,uniform,none,completed,A6_cosine_negative_control,log_loss,0.5569662100193049,,,,,0.5569662100193049,2,8000,70.63243154063821,66.65299018286169,0.0088958382354203,4.3615431678971195e-12,2.3368546416870086e-06,4000.0,0.1997996957869328,0.2104920593595417
diamonds__task_233211,regression,11,0.05,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,805.671543320441,805.671543320441,437.0772535996792,2093.462356185162,,,2,1942,70.99066744558513,70.36548359878361,0.0697887318513305,2.2159612351965065e-12,2.8057543565079613e-06,971.0,0.0500041640488445,0.0500041640488445
diamonds__task_233211,regression,11,0.1,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,698.8000567774922,698.8000567774922,378.94881784699066,1781.3546421877977,,,2,3884,72.77589074335992,72.12878976017237,0.060813630669639,2.4374112727572106e-12,2.488078739103125e-06,1942.0,0.100008328097689,0.100008328097689
diamonds__task_233211,regression,11,0.2,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,599.3925098174285,599.3925098174285,326.1982412652497,1507.950887694074,,,2,7767,72.59164351969957,71.92151525057852,0.026057508843797,2.2951487211675265e-12,3.017941663071086e-06,3883.5,0.1999940266411803,0.1999940266411803
diamonds__task_233211,regression,29,0.05,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,793.2502232009796,793.2502232009796,431.4798087472196,2025.9827629197976,,,2,1942,70.99555598944426,70.3676192574203,0.0592219130421889,1.234983536418617e-12,2.332552979722692e-06,971.0,0.050005634201138,0.050005634201138
diamonds__task_233211,regression,29,0.1,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,679.1946047838478,679.1946047838478,369.14367237024953,1731.9253295171657,,,2,3884,71.07637034356594,70.32856971025467,0.0631093360261728,4.190082582306482e-12,1.0456548945759363e-06,1942.0,0.100011268402276,0.100011268402276
diamonds__task_233211,regression,29,0.2,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,608.6798751721586,608.6798751721586,330.93823216267054,1531.6982675048062,,,2,7767,72.12373957969248,71.49002435430884,0.0319055514264344,8.720389204602738e-12,2.0002028497841475e-06,3883.5,0.1999924833093307,0.1999924833093307
diamonds__task_233211,regression,47,0.05,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,773.0761437995682,773.0761437995682,424.31421227175497,1995.3515619541795,,,2,1942,73.382393239066,72.83576357364655,0.0586772471060165,5.742053923655096e-13,2.0611919159773272e-06,971.0,0.0500086839809783,0.0500086839809783
diamonds__task_233211,regression,47,0.1,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,711.6361877700191,711.6361877700191,379.74305280336273,1804.006705588444,,,2,3884,75.36547005362809,74.7320022303611,0.0398548848010931,1.1572055795956109e-12,1.983210018212869e-06,1942.0,0.1000097589651014,0.1000097589651014
diamonds__task_233211,regression,47,0.2,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,599.6144993028098,599.6144993028098,329.82587070139414,1508.083279181676,,,2,7767,74.72075422294438,74.03611920028925,0.0251949224996989,2.354998402543205e-12,2.2530731643016697e-06,3883.5,0.199997022766663,0.199997022766663
OnlineNewsPopularity__task_359941,regression,11,0.05,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15815.673267404536,15815.673267404536,4026.918148421077,19459.531724054363,,,2,1427,59.99036964401603,59.297251131385565,0.2564691996568023,5.263391884762186e-12,2.019532555117945e-06,713.5,0.0500065035178222,0.0500065035178222
OnlineNewsPopularity__task_359941,regression,11,0.1,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15697.88611607246,15697.88611607246,3804.741715547289,18688.73981263564,,,2,2854,59.92262987978757,59.110300462692976,1.7267612022169376,6.0476541447989056e-12,2.3368546416870086e-06,1427.0,0.1000130070356444,0.1000130070356444
