dataset,problem_type,seed,budget_ratio,model,row_arm_id,selection_method,training_reweighting,status,selected_geometry_arm,primary_metric,primary_value,rmse,mae,tail_mae,roc_auc,log_loss,n_experts,total_train_rows,ensemble_fit_seconds,sampler_fit_seconds,gram_relative_error_mean,projection_cost_error_mean,principal_angle_max_mean,effective_sample_size_mean,inclusion_probability_min_mean,inclusion_probability_max_mean,uniform_primary_value,uniform_tail_mae,uniform_fit_seconds,uniform_gram_error,primary_gain_vs_uniform,tail_gain_vs_uniform,fit_time_ratio_vs_uniform,gram_error_delta_vs_uniform
diamonds__task_233211,regression,47,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,688.6072425901431,688.6072425901431,373.8944134498744,1768.9181719247483,,,2,3884,74.86696938425303,74.13270065933466,0.0327572854186599,3.0286098987745225e-12,2.3955895587668943e-06,1942.0,0.0239426899941561,0.1511532911546881,711.6361877700191,1804.006705588444,75.36547005362809,0.0398548848010931,0.03236055947637999,0.0194503343890012,0.9933855561569463,-0.007097599382433199
diamonds__task_233211,regression,47,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,608.5928667868659,608.5928667868659,334.5636513345106,1538.1177579210428,,,2,7767,75.80016712099314,75.13526886329055,0.0211516012011082,6.381165768598312e-13,2.3368546416870086e-06,3883.5,0.0478794182178048,0.302273057854191,599.6144993028098,1508.083279181676,74.72075422294438,0.0251949224996989,-0.014973566340532988,-0.019915663248825467,1.014445958278581,-0.0040433212985907
OnlineNewsPopularity__task_359941,regression,11,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,rmse,16000.0409458114,16000.0409458114,4656.199671432846,21202.91226870416,,,2,1427,65.05698029138148,64.48612431064248,0.2395472592950393,7.78367688878501e-12,1.983210018212869e-06,713.5,0.0056478746438292,0.1058204596655249,15815.673267404536,19459.531724054363,59.99036964401603,0.2564691996568023,-0.011657276632468069,-0.08959005639867303,1.0844570666497109,-0.016921940361763005
OnlineNewsPopularity__task_359941,regression,11,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,rmse,15908.130369299455,15908.130369299455,4404.679111048408,20159.000481414903,,,2,2854,72.93911766074598,72.18663845770061,0.7220951142001166,4.397544221716623e-12,2.3368546416870086e-06,1427.0,0.0112957492876585,0.2116409193310498,15697.88611607246,18688.73981263564,59.92262987978757,1.7267612022169376,-0.013393156994032153,-0.07867093680576619,1.2172215706665601,-1.004666088016821
OnlineNewsPopularity__task_359941,regression,11,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,rmse,15698.275103575228,15698.275103575228,3787.821581270505,18620.76640788816,,,2,5709,60.54243633709848,59.77136290445924,0.2925491370043437,5.1061875411943016e-12,2.161966224933945e-06,2854.5,0.022592710052687,0.4232678010124285,15806.890890788356,19172.610046961658,59.63051404058933,0.2273814751735973,0.006871420063791613,0.028782916761035844,1.0152928800158996,0.0651676618307464
OnlineNewsPopularity__task_359941,regression,29,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,15728.20707060418,15728.20707060418,3780.3578181129305,18533.500277419196,,,1,1427,61.70593463256955,61.21299097314477,0.3181003517549302,1.0863918089617956e-11,2.2588727439225506e-06,1427.0,0.007689304016282,0.1150020325721357,15727.382393249072,18623.15699069243,61.83760433271527,0.3274594577980604,-5.243576677205097e-05,0.004814259650930473,0.9978707179625317,-0.009359106043130228
OnlineNewsPopularity__task_359941,regression,29,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,15673.3690693458,15673.3690693458,3470.4431591929865,18342.52406906358,,,1,2854,62.19886849820614,61.68698700517416,0.3082865446600177,9.167474561012765e-12,2.6998693283819165e-06,2854.0,0.0153786080325641,0.2300040651442714,15594.447524349134,17782.952053736743,61.92430507391691,0.3194968404786402,-0.0050608747038609165,-0.031466767364378874,1.0044338555590004,-0.011210295818622484
OnlineNewsPopularity__task_359941,regression,29,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,15432.933589741258,15432.933589741258,3211.1007263745337,17639.607806469885,,,1,5709,64.14303788542747,63.63958407007158,0.3108866536118016,3.782505088209122e-12,1.2074182697257331e-06,5709.0,0.0307626045052237,0.4600887203604223,15555.125735579351,17624.96411025971,63.46229235641658,0.3077667116572622,0.007855426430826078,-0.0008308497037819132,1.0107267718157373,0.003119941954539407
OnlineNewsPopularity__task_359941,regression,47,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,15699.228819005071,15699.228819005071,3678.690932133985,18550.36365447352,,,2,1427,78.47278529778123,77.76803158223629,1.6991424839921851,1.055885321162974e-11,2.2588727439225506e-06,713.5,0.0128462869922824,0.1060003059508953,15730.442729528984,19149.656052203576,79.38173399120569,0.3248573567977775,0.0019842995560016025,0.03129520426353009,0.988549649299357,1.3742851271944077
OnlineNewsPopularity__task_359941,regression,47,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,15573.106655560789,15573.106655560789,3313.494525476876,17316.065561971736,,,2,2854,79.97169695049524,79.24933360889554,0.7504982639505738,7.605917396288897e-12,2.545259792216354e-06,1427.0,0.0256925739845649,0.2120006119017906,15645.549578419954,18445.9881917439,81.60589434951544,0.2917908360206449,0.004630257473287255,0.061255738539282956,0.9799745176246586,0.45870742792992897
OnlineNewsPopularity__task_359941,regression,47,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,15537.797567345302,15537.797567345302,3346.898164049908,17487.560344702546,,,2,5709,80.92684150487185,80.09765522368252,0.2782432052760991,4.871614413376969e-12,2.8287139976620566e-06,2854.5,0.0513939562023201,0.4240708694647092,15595.026934342091,18268.96040180908,80.28105962835252,0.2575935816431112,0.0036697190224637298,0.04277200453229706,1.0080440128656605,0.02064962363298789
bank-marketing__task_359982,classification,11,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A5_gmm_posterior,roc_auc,0.8931338727461148,,,,0.8931338727461148,0.3021725044410112,2,1628,86.58953754976392,85.73453261889517,0.0583385706229215,3.498245330661599e-12,2.0002028497841475e-06,814.0,0.0219111466045875,0.9122037713665916,0.8974912145403797,,81.7427040040493,0.1096223877439233,-0.004357341794264946,,1.0592937755701661,-0.0512838171210018
bank-marketing__task_359982,classification,11,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,roc_auc,0.9098739429161714,,,,0.9098739429161714,0.2596056374849674,2,3255,80.03980299457908,79.03031420893967,0.0449086983818573,3.37431873483681e-12,2.630595133568349e-06,1627.5,0.0441398904111241,1.0,0.9058655103898742,,82.06697227433324,0.1041343332529585,0.004008432526297234,,0.9752985979185664,-0.0592256348711012
bank-marketing__task_359982,classification,11,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,roc_auc,0.9149887539489004,,,,0.9149887539489004,0.2278281511633779,2,6510,82.61018302105367,81.6114559378475,0.0280872085217954,2.465385386241724e-12,2.2352084245856024e-06,3255.0,0.0889432050545527,1.0,0.9157272864564026,,86.42356148548424,0.0788606323523903,-0.0007385325075021099,,0.9558757079795761,-0.050773423830594896
bank-marketing__task_359982,classification,29,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,roc_auc,0.8885819560412197,,,,0.8885819560412197,0.3097997388619863,2,1628,80.27115002088249,79.49795360676944,0.0753766756030867,7.229328062964916e-12,1.3499346641909582e-06,814.0,0.0249772405811118,0.5484739676306293,0.881261489269738,,83.6603889502585,1.3181152207062257,0.007320466771481682,,0.9594881284691238,-1.242738545103139
bank-marketing__task_359982,classification,29,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,roc_auc,0.9000907542831335,,,,0.9000907542831335,0.2701482387556645,2,3255,89.85232203640044,88.96704477444291,0.0567177982701703,6.588423622842092e-12,1.4574827811144603e-06,1627.5,0.0500431634919536,0.5969923660290225,0.9059999611797016,,83.15217558853328,0.6178185166425683,-0.005909206896568153,,1.0805769229782018,-0.5611007183723979
bank-marketing__task_359982,classification,29,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,roc_auc,0.9168047864481176,,,,0.9168047864481176,0.2347067230984305,2,6510,85.13456985913217,84.18236976489425,0.0305515539664607,6.127368768336116e-12,2.488078739103125e-06,3255.0,0.1003116755222343,0.6940291628258092,0.9194814933695404,,83.44273370504379,0.0800089949007538,-0.0026767069214228556,,1.0202754161922443,-0.049457440934293107
bank-marketing__task_359982,classification,47,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,roc_auc,0.8749096362869426,,,,0.8749096362869426,0.341038154899227,2,1628,62.206869676709175,61.311523957178,0.0527334630615024,1.4521789002639998e-12,2.545259792216354e-06,814.0,0.019258540039085,1.0,0.8824682324502661,,63.51034357398749,0.0881576840900532,-0.007558596163323439,,0.979476195153002,-0.0354242210285508
bank-marketing__task_359982,classification,47,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,roc_auc,0.8974964221413939,,,,0.8974964221413939,0.271520493473524,2,3255,62.86688205972314,61.949964102357626,0.0323607001744277,1.4077147653910956e-12,2.175091266537212e-06,1627.5,0.0387146567787247,1.0,0.9067687924567428,,65.51636673882604,0.0443426339087015,-0.009272370315348888,,0.9595599571376602,-0.011981933734273802
bank-marketing__task_359982,classification,47,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,roc_auc,0.9127793108639553,,,,0.9127793108639553,0.2438870202901057,2,6510,64.12482619658113,62.96797897107899,0.0238505838656327,3.968523088833693e-13,1.4574827811144603e-06,3255.0,0.0785377355513631,1.0,0.9160605729213268,,63.98232086189091,0.0556178749855047,-0.003281262057371559,,1.0022272611054204,-0.031767291119872004
covertype__task_7593,classification,11,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,log_loss,0.7586535150473191,,,,,0.7586535150473191,3,2000,62.06834762729704,57.34387666918337,0.0218097765182915,1.4002318747816177e-12,1.3893228847796576e-06,666.6666666666666,0.0201769778868366,0.3927361485628128,0.7461799555558148,,60.87524207495153,0.0209355921268734,-0.01671655664110274,,1.019599191915763,0.0008741843914180994
covertype__task_7593,classification,11,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,log_loss,0.6876567867693489,,,,,0.6876567867693489,3,4000,62.291577303782105,56.90082648023963,0.0143872322968652,6.970122709785345e-13,1.6483567823731274e-06,1333.3333333333333,0.0404002893151399,0.645439398695776,0.6862611898409507,,61.950568947941065,0.0120196366218703,-0.002033623566446526,,1.0055045233906987,0.0023675956749949004
covertype__task_7593,classification,11,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,log_loss,0.5814609936130994,,,,,0.5814609936130994,3,8000,63.080155758187175,57.39369893632829,0.0107872743952578,3.901193012393805e-13,2.019243275192537e-06,2666.6666666666665,0.0808543349594359,0.957137096529786,0.567439461796591,,63.02974831312895,0.0086238303660606,-0.024710181015811555,,1.0007997405416853,0.0021634440291972007
covertype__task_7593,classification,29,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,log_loss,0.8557765805466774,,,,,0.8557765805466774,2,2000,77.62499058432877,73.98927149176598,0.0134306847273123,4.541787024126527e-12,1.649364029438803e-06,1000.0,0.018950443039969,0.4952142864564937,0.8517930671583007,,66.35938894376159,0.015401677208052,-0.004676621050305339,,1.1697665065920753,-0.0019709924807396993
covertype__task_7593,classification,29,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,log_loss,0.6854663456482831,,,,,0.6854663456482831,2,4000,72.46669083274901,68.64349872805178,0.0131223581758741,5.821524180858976e-12,2.326315363953327e-06,2000.0,0.0379548410130358,0.9276196241100512,0.6748284300635781,,66.47191619127989,0.0161784630830442,-0.01576388176725575,,1.09018507341083,-0.0030561049071701
covertype__task_7593,classification,29,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,log_loss,0.5600174314996832,,,,,0.5600174314996832,2,8000,68.95328167453408,65.03267804160714,0.0088780469514481,4.8314091675529295e-12,2.0913097891518726e-06,4000.0,0.0759771060259653,1.0,0.5510556953440626,,67.30752737633884,0.0080687524221953,-0.016262850073666568,,1.0244512666316397,0.0008092945292527999
covertype__task_7593,classification,47,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,log_loss,0.8400854078473985,,,,,0.8400854078473985,2,2000,101.15569906681776,97.5651326160878,0.0258076227400201,5.7042949550693874e-12,2.0002028497841475e-06,1000.0,0.0218677470332623,0.5229115289412709,0.8260198757460294,,71.75387909822166,0.0255558176390849,-0.0170280794861814,,1.4097593097140972,0.0002518051009351985
covertype__task_7593,classification,47,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,log_loss,0.674340900491246,,,,,0.674340900491246,2,4000,83.24982707388699,79.3785750400275,0.0153550906574245,3.801429098642309e-12,2.4148365394514667e-06,2000.0,0.0436692340263252,0.9365625428642056,0.681223786573828,,71.01928318478167,0.0175644005118031,0.010103707795053766,,1.1722144091103153,-0.0022093098543786004
covertype__task_7593,classification,47,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,log_loss,0.5709480606655228,,,,,0.5709480606655228,2,8000,72.70883500762284,68.30775131843984,0.0093973395942438,7.456294671922528e-12,2.2352084245856024e-06,4000.0,0.0874166861881989,1.0,0.5569662100193049,,70.63243154063821,0.0088958382354203,-0.02510358868221702,,1.0293973097300209,0.0005015013588235001
diamonds__task_233211,regression,11,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,rmse,816.2605837373552,816.2605837373552,432.5220246876362,2117.85688119251,,,2,1942,73.77715883404016,73.15427837334573,0.054648661409021,1.9862575186367704e-12,2.6861976031968315e-06,971.0,0.0208254989427924,0.7768154644956191,805.671543320441,2093.462356185162,70.99066744558513,0.0697887318513305,-0.013143123279833484,-0.011652717296431922,1.0392515169770857,-0.0151400704423095
diamonds__task_233211,regression,11,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,693.0919241132231,693.0919241132231,361.1719962653477,1729.7807699549835,,,2,3884,73.85715941153467,73.19166767597198,0.0406369891491612,1.807877431319176e-12,2.894602753726177e-06,1942.0,0.0417075803427278,1.0,698.8000567774922,1781.3546421877977,72.77589074335992,0.060813630669639,0.008168477676707819,0.02895205200098335,1.0148575119745051,-0.020176641520477795
diamonds__task_233211,regression,11,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,rmse,605.7187537591878,605.7187537591878,323.37150498156353,1518.9137877204296,,,2,7767,78.11836217343807,77.39079559221864,0.0202164783568117,4.353222281441405e-13,2.3368546416870086e-06,3883.5,0.0834897564792168,1.0,599.3925098174285,1507.950887694074,72.59164351969957,0.026057508843797,-0.010554426086649433,-0.007270064373992833,1.0761343645875532,-0.0058410304869853
diamonds__task_233211,regression,29,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,793.1546299461277,793.1546299461277,429.1105999207343,2038.3452086813224,,,2,1942,72.27269747667015,71.61145477928221,0.0463996948453597,6.000274747417299e-12,2.175091266537212e-06,971.0,0.0179685047861056,0.8187467713719317,793.2502232009796,2025.9827629197976,70.99555598944426,0.0592219130421889,0.00012050832392603831,-0.006101950119115741,1.0179890342349847,-0.012822218196829202
diamonds__task_233211,regression,29,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,657.5712469575584,657.5712469575584,361.2110956444986,1671.4496099637406,,,2,3884,72.6879723481834,71.96817836351693,0.0373344775068789,3.4102520047840296e-12,1.1294363719612753e-06,1942.0,0.0359762178868407,1.0,679.1946047838478,1731.9253295171657,71.07637034356594,0.0631093360261728,0.03183676323985376,0.0349182026053541,1.0226742305048409,-0.025774858519293904
diamonds__task_233211,regression,29,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,610.1889466361729,610.1889466361729,332.0865930646647,1539.311262963986,,,2,7767,73.15787887014449,72.44575922377408,0.0217577188672812,4.364303707584172e-12,2.2530731643016697e-06,3883.5,0.0720139144505881,1.0,608.6798751721586,1531.6982675048062,72.12373957969248,0.0319055514264344,-0.0024792530943912516,-0.004970297101387867,1.014338403644605,-0.010147832559153198
diamonds__task_233211,regression,47,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,828.2275110740019,828.2275110740019,447.31673387939367,2150.487896584058,,,2,1942,74.39053474739194,73.70764025114477,0.0509162911943847,3.301662227305096e-13,1.4574827811144603e-06,971.0,0.0212889802789372,0.9366944346517858,773.0761437995682,1995.3515619541795,73.382393239066,0.0586772471060165,-0.07134014898373651,-0.07774887272393408,1.0137381933707394,-0.007760955911631805
diamonds__task_233211,regression,47,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,716.9302398482946,716.9302398482946,385.49112168376274,1835.6836123150856,,,2,3884,74.10172265954316,73.43113722465932,0.0358358962201576,4.227001461153239e-12,2.4793710361522337e-06,1942.0,0.0426409713454734,1.0,711.6361877700191,1804.006705588444,75.36547005362809,0.0398548848010931,-0.007439267661282007,-0.017559195666242835,0.9832317453445765,-0.004018988580935502
diamonds__task_233211,regression,47,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,622.0022180986302,622.0022180986302,339.2917995554409,1573.6379508779755,,,2,7767,75.91065072268248,75.2606150675565,0.0199871391881453,1.5087021508151956e-12,1.9468079364612824e-06,3883.5,0.0853784409442506,1.0,599.6144993028098,1508.083279181676,74.72075422294438,0.0251949224996989,-0.0373368536315438,-0.04346886713833939,1.0159245782796544,-0.0052077833115535994
OnlineNewsPopularity__task_359941,regression,11,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,15620.568877341297,15620.568877341297,3742.98867925749,18191.70963377993,,,2,1427,59.1201230250299,58.48167126439512,0.1234577376187565,2.29812851814769e-12,2.557352933916692e-06,713.5,0.0169492056462689,1.0,15815.673267404536,19459.531724054363,59.99036964401603,0.2564691996568023,0.01233614192481718,0.06515172658071978,0.9854935613140877,-0.1330114620380458
OnlineNewsPopularity__task_359941,regression,11,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A6_cosine_negative_control,rmse,15957.874739899757,15957.874739899757,4092.7233442592897,20434.37767762411,,,2,2854,59.335255002602935,58.570565577596426,0.061451961832033,2.672484742524831e-12,2.4510378813166933e-06,1427.0,0.0342742245728314,1.0,15697.88611607246,18688.73981263564,59.92262987978757,1.7267612022169376,-0.016562014904739637,-0.09340586270071721,0.9901977787296221,-1.6653092403849046
OnlineNewsPopularity__task_359941,regression,11,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,15949.67320545254,15949.67320545254,4119.815823779864,20746.10217888421,,,2,5709,61.12682963721454,60.37773293443024,0.0454288795689537,3.874747000288916e-12,1.7850445613114854e-06,2854.5,0.0695198983620265,1.0,15806.890890788356,19172.610046961658,59.63051404058933,0.2273814751735973,-0.009032915811887587,-0.08206979269220104,1.0250931191974413,-0.1819525956046436
OnlineNewsPopularity__task_359941,regression,29,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,15809.736673422292,15809.736673422292,3701.7694575750247,19059.174880459635,,,1,1427,61.51371553353965,61.04185474663973,0.0771289967434892,2.098330963357425e-11,8.537736462515939e-07,1427.0,0.018402621085368,1.0,15727.382393249072,18623.15699069243,61.83760433271527,0.3274594577980604,-0.0052363628043132215,-0.023412673263997076,0.9947622679974317,-0.2503304610545712
OnlineNewsPopularity__task_359941,regression,29,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,15819.875322637725,15819.875322637725,3737.48231121617,20003.39839317601,,,1,2854,81.26159308664501,80.75348239950836,0.0530961321751919,2.8075097591032876e-11,2.831646840510158e-06,2854.0,0.0373672860036658,1.0,15594.447524349134,17782.952053736743,61.92430507391691,0.3194968404786402,-0.014455645058063656,-0.12486376461734217,1.3122729918348837,-0.2664007083034483
OnlineNewsPopularity__task_359941,regression,29,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,15842.349059365206,15842.349059365206,3697.025505532992,19772.80148526956,,,1,5709,66.25051075778902,65.77062286436558,0.0281446857356717,1.3203020572454227e-11,2.4148365394514667e-06,5709.0,0.0760726344369604,1.0,15555.125735579351,17624.96411025971,63.46229235641658,0.3077667116572622,-0.01846486673707089,-0.12186336162577308,1.043935040759531,-0.2796220259215905
OnlineNewsPopularity__task_359941,regression,47,0.05,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,15643.299713597746,15643.299713597746,3551.7821523434363,17497.060005942436,,,2,1427,80.85179155133665,80.16620982252061,0.1309365818795393,1.7025295967551485e-11,2.69648388963247e-06,713.5,0.0215333815986084,0.7332194697940242,15730.442729528984,19149.656052203576,79.38173399120569,0.3248573567977775,0.0055397688055946965,0.08629899366108844,1.0185188391109448,-0.1939207749182382
OnlineNewsPopularity__task_359941,regression,47,0.1,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,15643.745270989462,15643.745270989462,3721.7686877447422,18821.760230027023,,,2,2854,79.90695174597204,79.14985583163798,0.0840900742918738,4.357597045356446e-12,2.3044826193991696e-06,1427.0,0.0435317396851703,0.9664389395880484,15645.549578419954,18445.9881917439,81.60589434951544,0.2917908360206449,0.00011532400453226392,-0.020371477764000202,0.97918112880098,-0.20770076172877106
OnlineNewsPopularity__task_359941,regression,47,0.2,lightgbm,R2_robust_mixture,robust_leverage_mixture,none,completed,A2_median_scaled_euclidean,rmse,15626.572000604783,15626.572000604783,3605.7866936735154,18055.961841806475,,,2,5709,80.05138963460922,79.28772980719805,0.0601629697900828,5.253234465772173e-12,2.0002028497841475e-06,2854.5,0.0884222742504329,1.0,15595.026934342091,18268.96040180908,80.28105962835252,0.2575935816431112,-0.002022764461741698,0.011659041090346479,0.9971391758553447,-0.1974306118530284
bank-marketing__task_359982,classification,11,0.05,lightgbm,R3_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,completed,A5_gmm_posterior,roc_auc,0.8953073360422328,,,,0.8953073360422328,0.2975999727012898,2,1628,79.20236855000257,78.39914646558464,0.0583385706229215,3.498245330661599e-12,2.0002028497841475e-06,736.8461155744349,0.0219111466045875,0.9122037713665916,0.8974912145403797,,81.7427040040493,0.1096223877439233,-0.0021838784981469406,,0.9689227866266709,-0.0512838171210018
bank-marketing__task_359982,classification,11,0.1,lightgbm,R3_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,completed,A6_cosine_negative_control,roc_auc,0.9075698161764184,,,,0.9075698161764184,0.2670064148506173,2,3255,79.07200458087027,78.05560233257711,0.0449086983818573,3.37431873483681e-12,2.630595133568349e-06,1480.430760609207,0.0441398904111241,1.0,0.9058655103898742,,82.06697227433324,0.1041343332529585,0.0017043057865442357,,0.9635058098225996,-0.0592256348711012
bank-marketing__task_359982,classification,11,0.2,lightgbm,R3_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,completed,A2_median_scaled_euclidean,roc_auc,0.915954527227942,,,,0.915954527227942,0.2283342952358025,2,6510,80.43009242042899,79.4167315363884,0.0280872085217954,2.465385386241724e-12,2.2352084245856024e-06,2987.196129858362,0.0889432050545527,1.0,0.9157272864564026,,86.42356148548424,0.0788606323523903,0.00022724077153946087,,0.9306500569747763,-0.050773423830594896
bank-marketing__task_359982,classification,29,0.05,lightgbm,R3_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,completed,A6_cosine_negative_control,roc_auc,0.8861978216131539,,,,0.8861978216131539,0.308505259004855,2,1628,82.4862938374281,81.6408411487937,0.0753766756030867,7.229328062964916e-12,1.3499346641909582e-06,765.8321404225387,0.0249772405811118,0.5484739676306293,0.881261489269738,,83.6603889502585,1.3181152207062257,0.004936332343415839,,0.9859659376729831,-1.242738545103139
bank-marketing__task_359982,classification,29,0.1,lightgbm,R3_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,completed,A6_cosine_negative_control,roc_auc,0.9019517615183849,,,,0.9019517615183849,0.2674363759776711,2,3255,82.89953176490963,81.96894661150873,0.0567177982701703,6.588423622842092e-12,1.4574827811144603e-06,1528.1996852565642,0.0500431634919536,0.5969923660290225,0.9059999611797016,,83.15217558853328,0.6178185166425683,-0.004048199661316754,,0.9969616691104533,-0.5611007183723979
bank-marketing__task_359982,classification,29,0.2,lightgbm,R3_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,completed,A6_cosine_negative_control,roc_auc,0.915645858513268,,,,0.915645858513268,0.2382610958592482,2,6510,83.52355384267867,82.59832578711212,0.0305515539664607,6.127368768336116e-12,2.488078739103125e-06,3069.3611486431914,0.1003116755222343,0.6940291628258092,0.9194814933695404,,83.44273370504379,0.0800089949007538,-0.003835634856272474,,1.0009685701084599,-0.049457440934293107
bank-marketing__task_359982,classification,47,0.05,lightgbm,R3_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,completed,A2_median_scaled_euclidean,roc_auc,0.8727229172791515,,,,0.8727229172791515,0.342130052785888,2,1628,60.83743857592344,60.00279604271054,0.0527334630615024,1.4521789002639998e-12,2.545259792216354e-06,710.1573904081073,0.019258540039085,1.0,0.8824682324502661,,63.51034357398749,0.0881576840900532,-0.009745315171114544,,0.9579138633543968,-0.0354242210285508
bank-marketing__task_359982,classification,47,0.1,lightgbm,R3_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,completed,A2_median_scaled_euclidean,roc_auc,0.9007298689530876,,,,0.9007298689530876,0.2738766173160402,2,3255,61.51751457154751,60.62479900568724,0.0323607001744277,1.4077147653910956e-12,2.175091266537212e-06,1416.1427946065503,0.0387146567787247,1.0,0.9067687924567428,,65.51636673882604,0.0443426339087015,-0.0060389235036552025,,0.9389640731571773,-0.011981933734273802
bank-marketing__task_359982,classification,47,0.2,lightgbm,R3_robust_mixture_ipw,robust_leverage_mixture,inverse_probability,completed,A2_median_scaled_euclidean,roc_auc,0.916073355214726,,,,0.916073355214726,0.2384656117778315,2,6510,62.383253540843725,61.304916774854064,0.0238505838656327,3.968523088833693e-13,1.4574827811144603e-06,2865.368474711639,0.0785377355513631,1.0,0.9160605729213268,,63.98232086189091,0.0556178749855047,1.2782293399182798e-05,,0.9750076693138585,-0.031767291119872004
