dataset,problem_type,seed,budget_ratio,model,row_arm_id,selection_method,training_reweighting,status,selected_geometry_arm,primary_metric,primary_value,rmse,mae,tail_mae,roc_auc,log_loss,n_experts,total_train_rows,ensemble_fit_seconds,sampler_fit_seconds,gram_relative_error_mean,projection_cost_error_mean,principal_angle_max_mean,effective_sample_size_mean,inclusion_probability_min_mean,inclusion_probability_max_mean,uniform_primary_value,uniform_tail_mae,uniform_fit_seconds,uniform_gram_error,primary_gain_vs_uniform,tail_gain_vs_uniform,fit_time_ratio_vs_uniform,gram_error_delta_vs_uniform
covertype__task_7593,classification,29,0.2,lightgbm,R0_uniform,uniform,none,completed,A6_cosine_negative_control,log_loss,0.5510556953440626,,,,,0.5510556953440626,2,8000,67.30752737633884,62.90027046203613,0.0080687524221953,1.5617336891754224e-12,1.558257090071078e-06,4000.0,0.1974875002240103,0.2010768204527819,0.5510556953440626,,67.30752737633884,0.0080687524221953,0.0,,1.0,0.0
covertype__task_7593,classification,47,0.05,lightgbm,R0_uniform,uniform,none,completed,A6_cosine_negative_control,log_loss,0.8260198757460294,,,,,0.8260198757460294,2,2000,71.75387909822166,67.6840791106224,0.0255558176390849,4.7290174092921545e-12,1.8843696042402577e-06,1000.0,0.0496738847982741,0.0704243686539963,0.8260198757460294,,71.75387909822166,0.0255558176390849,0.0,,1.0,0.0
covertype__task_7593,classification,47,0.1,lightgbm,R0_uniform,uniform,none,completed,A6_cosine_negative_control,log_loss,0.681223786573828,,,,,0.681223786573828,2,4000,71.01928318478167,67.08419793844223,0.0175644005118031,4.544751272110255e-12,2.326315363953327e-06,2000.0,0.0997837967988946,0.1161155948971621,0.681223786573828,,71.01928318478167,0.0175644005118031,0.0,,1.0,0.0
covertype__task_7593,classification,47,0.2,lightgbm,R0_uniform,uniform,none,completed,A6_cosine_negative_control,log_loss,0.5569662100193049,,,,,0.5569662100193049,2,8000,70.63243154063821,66.65299018286169,0.0088958382354203,4.3615431678971195e-12,2.3368546416870086e-06,4000.0,0.1997996957869328,0.2104920593595417,0.5569662100193049,,70.63243154063821,0.0088958382354203,0.0,,1.0,0.0
diamonds__task_233211,regression,11,0.05,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,805.671543320441,805.671543320441,437.0772535996792,2093.462356185162,,,2,1942,70.99066744558513,70.36548359878361,0.0697887318513305,2.2159612351965065e-12,2.8057543565079613e-06,971.0,0.0500041640488445,0.0500041640488445,805.671543320441,2093.462356185162,70.99066744558513,0.0697887318513305,0.0,0.0,1.0,0.0
diamonds__task_233211,regression,11,0.1,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,698.8000567774922,698.8000567774922,378.94881784699066,1781.3546421877977,,,2,3884,72.77589074335992,72.12878976017237,0.060813630669639,2.4374112727572106e-12,2.488078739103125e-06,1942.0,0.100008328097689,0.100008328097689,698.8000567774922,1781.3546421877977,72.77589074335992,0.060813630669639,0.0,0.0,1.0,0.0
diamonds__task_233211,regression,11,0.2,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,599.3925098174285,599.3925098174285,326.1982412652497,1507.950887694074,,,2,7767,72.59164351969957,71.92151525057852,0.026057508843797,2.2951487211675265e-12,3.017941663071086e-06,3883.5,0.1999940266411803,0.1999940266411803,599.3925098174285,1507.950887694074,72.59164351969957,0.026057508843797,0.0,0.0,1.0,0.0
diamonds__task_233211,regression,29,0.05,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,793.2502232009796,793.2502232009796,431.4798087472196,2025.9827629197976,,,2,1942,70.99555598944426,70.3676192574203,0.0592219130421889,1.234983536418617e-12,2.332552979722692e-06,971.0,0.050005634201138,0.050005634201138,793.2502232009796,2025.9827629197976,70.99555598944426,0.0592219130421889,0.0,0.0,1.0,0.0
diamonds__task_233211,regression,29,0.1,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,679.1946047838478,679.1946047838478,369.14367237024953,1731.9253295171657,,,2,3884,71.07637034356594,70.32856971025467,0.0631093360261728,4.190082582306482e-12,1.0456548945759363e-06,1942.0,0.100011268402276,0.100011268402276,679.1946047838478,1731.9253295171657,71.07637034356594,0.0631093360261728,0.0,0.0,1.0,0.0
diamonds__task_233211,regression,29,0.2,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,608.6798751721586,608.6798751721586,330.93823216267054,1531.6982675048062,,,2,7767,72.12373957969248,71.49002435430884,0.0319055514264344,8.720389204602738e-12,2.0002028497841475e-06,3883.5,0.1999924833093307,0.1999924833093307,608.6798751721586,1531.6982675048062,72.12373957969248,0.0319055514264344,0.0,0.0,1.0,0.0
diamonds__task_233211,regression,47,0.05,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,773.0761437995682,773.0761437995682,424.31421227175497,1995.3515619541795,,,2,1942,73.382393239066,72.83576357364655,0.0586772471060165,5.742053923655096e-13,2.0611919159773272e-06,971.0,0.0500086839809783,0.0500086839809783,773.0761437995682,1995.3515619541795,73.382393239066,0.0586772471060165,0.0,0.0,1.0,0.0
diamonds__task_233211,regression,47,0.1,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,711.6361877700191,711.6361877700191,379.74305280336273,1804.006705588444,,,2,3884,75.36547005362809,74.7320022303611,0.0398548848010931,1.1572055795956109e-12,1.983210018212869e-06,1942.0,0.1000097589651014,0.1000097589651014,711.6361877700191,1804.006705588444,75.36547005362809,0.0398548848010931,0.0,0.0,1.0,0.0
diamonds__task_233211,regression,47,0.2,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,599.6144993028098,599.6144993028098,329.82587070139414,1508.083279181676,,,2,7767,74.72075422294438,74.03611920028925,0.0251949224996989,2.354998402543205e-12,2.2530731643016697e-06,3883.5,0.199997022766663,0.199997022766663,599.6144993028098,1508.083279181676,74.72075422294438,0.0251949224996989,0.0,0.0,1.0,0.0
OnlineNewsPopularity__task_359941,regression,11,0.05,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15815.673267404536,15815.673267404536,4026.918148421077,19459.531724054363,,,2,1427,59.99036964401603,59.297251131385565,0.2564691996568023,5.263391884762186e-12,2.019532555117945e-06,713.5,0.0500065035178222,0.0500065035178222,15815.673267404536,19459.531724054363,59.99036964401603,0.2564691996568023,0.0,0.0,1.0,0.0
OnlineNewsPopularity__task_359941,regression,11,0.1,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15697.88611607246,15697.88611607246,3804.741715547289,18688.73981263564,,,2,2854,59.92262987978757,59.110300462692976,1.7267612022169376,6.0476541447989056e-12,2.3368546416870086e-06,1427.0,0.1000130070356444,0.1000130070356444,15697.88611607246,18688.73981263564,59.92262987978757,1.7267612022169376,0.0,0.0,1.0,0.0
OnlineNewsPopularity__task_359941,regression,11,0.2,lightgbm,R0_uniform,uniform,none,completed,A6_cosine_negative_control,rmse,15806.890890788356,15806.890890788356,3769.342413633389,19172.610046961658,,,2,5709,59.63051404058933,58.80225545354188,0.2273814751735973,7.180844660018305e-12,2.2530731643016697e-06,2854.5,0.2000220921241577,0.2000220921241577,15806.890890788356,19172.610046961658,59.63051404058933,0.2273814751735973,0.0,0.0,1.0,0.0
OnlineNewsPopularity__task_359941,regression,29,0.05,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15727.382393249072,15727.382393249072,3710.2097045640025,18623.15699069243,,,1,1427,61.83760433271527,61.36407857760787,0.3274594577980604,4.2985586306321917e-14,2.2588727439225506e-06,1427.0,0.0499947447710472,0.0499947447710472,15727.382393249072,18623.15699069243,61.83760433271527,0.3274594577980604,0.0,0.0,1.0,0.0
OnlineNewsPopularity__task_359941,regression,29,0.1,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15594.447524349134,15594.447524349134,3401.625238442824,17782.952053736743,,,1,2854,61.92430507391691,61.44557925499976,0.3194968404786402,7.17073234727185e-12,2.4148365394514667e-06,2854.0,0.0999894895420944,0.0999894895420944,15594.447524349134,17782.952053736743,61.92430507391691,0.3194968404786402,0.0,0.0,1.0,0.0
OnlineNewsPopularity__task_359941,regression,29,0.2,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15555.125735579351,15555.125735579351,3249.295517070506,17624.96411025971,,,1,5709,63.46229235641658,62.985825041309,0.3077667116572622,3.9762886924037335e-11,3.4150945850063763e-06,5709.0,0.2000140139438742,0.2000140139438742,15555.125735579351,17624.96411025971,63.46229235641658,0.3077667116572622,0.0,0.0,1.0,0.0
OnlineNewsPopularity__task_359941,regression,47,0.05,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15730.442729528984,15730.442729528984,3927.1770401949193,19149.656052203576,,,2,1427,79.38173399120569,78.63745432719588,0.3248573567977775,2.6505398650010295e-12,2.608215705432373e-06,713.5,0.0499946571085137,0.0499946571085137,15730.442729528984,19149.656052203576,79.38173399120569,0.3248573567977775,0.0,0.0,1.0,0.0
OnlineNewsPopularity__task_359941,regression,47,0.1,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15645.549578419954,15645.549578419954,3707.7205020170486,18445.9881917439,,,2,2854,81.60589434951544,80.79794164747,0.2917908360206449,5.132572046079322e-12,2.4100968413386665e-06,1427.0,0.0999893142170274,0.0999893142170274,15645.549578419954,18445.9881917439,81.60589434951544,0.2917908360206449,0.0,0.0,1.0,0.0
OnlineNewsPopularity__task_359941,regression,47,0.2,lightgbm,R0_uniform,uniform,none,completed,A2_median_scaled_euclidean,rmse,15595.026934342091,15595.026934342091,3555.661080262987,18268.96040180908,,,2,5709,80.28105962835252,79.41222372464836,0.2575935816431112,6.249377508756388e-12,2.6429191296410358e-06,2854.5,0.2000152799514276,0.2000152799514276,15595.026934342091,18268.96040180908,80.28105962835252,0.2575935816431112,0.0,0.0,1.0,0.0
bank-marketing__task_359982,classification,11,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A5_gmm_posterior,roc_auc,0.8879049679093423,,,,0.8879049679093423,0.3263574846030723,2,1628,80.44222895801067,79.64998931065202,0.1218138321458801,2.0634717931395988e-12,2.161966224933945e-06,814.0,0.0135012087976101,0.1042645011812937,0.8974912145403797,,81.7427040040493,0.1096223877439233,-0.009586246631037465,,0.9840906284923703,0.012191444401956797
bank-marketing__task_359982,classification,11,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,roc_auc,0.9035201962602796,,,,0.9035201962602796,0.2780744938573747,2,3255,79.80620475672185,78.83016541972756,0.1020406173457922,5.127574525134083e-13,2.2037083104425523e-06,1627.5,0.0269436960147158,0.2080891645355949,0.9058655103898742,,82.06697227433324,0.1041343332529585,-0.0023453141295946,,0.9724521637029072,-0.0020937159071662964
bank-marketing__task_359982,classification,11,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,roc_auc,0.9176725621444332,,,,0.9176725621444332,0.2313514322799071,2,6510,82.47308213822544,81.5328816473484,0.0678643181657467,4.299986672267654e-12,2.488078739103125e-06,3255.0,0.0537977868418833,0.4154647685924985,0.9157272864564026,,86.42356148548424,0.0788606323523903,0.001945275688030601,,0.9542893248165626,-0.010996314186643596
bank-marketing__task_359982,classification,29,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,roc_auc,0.8907615737749001,,,,0.8907615737749001,0.3060865048934141,2,1628,79.49153959564865,78.73131285980344,0.117239782903279,7.023224114561821e-12,1.6939376219437605e-06,814.0,0.0171950380022165,0.0957669538395218,0.881261489269738,,83.6603889502585,1.3181152207062257,0.009500084505162043,,0.950169376368923,-1.2008754378029467
bank-marketing__task_359982,classification,29,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,roc_auc,0.906868210294291,,,,0.906868210294291,0.2738272620967988,2,3255,82.03512622974813,81.10167027823627,0.1077954845889785,6.794557078596004e-12,2.326315363953327e-06,1627.5,0.0343212174222051,0.1913683971722016,0.9059999611797016,,83.15217558853328,0.6178185166425683,0.0008682491145893811,,0.98656620406046,-0.5100230320535898
bank-marketing__task_359982,classification,29,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A5_gmm_posterior,roc_auc,0.916204492076635,,,,0.916204492076635,0.2357109392311196,2,6510,83.21770546026528,82.2246841005981,0.0947659236190953,1.415919002211935e-11,2.623241689980812e-06,3255.0,0.0685217423032505,0.3822432005178372,0.9194814933695404,,83.44273370504379,0.0800089949007538,-0.0032770012929054237,,0.9973032014318473,0.0147569287183415
bank-marketing__task_359982,classification,47,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,roc_auc,0.8921245449858614,,,,0.8921245449858614,0.3051344802978095,2,1628,61.56797258555889,60.70005067996681,0.0644314865857691,1.4927960979208353e-12,2.0002028497841475e-06,814.0,0.0094158552483364,0.1152981037609883,0.8824682324502661,,63.51034357398749,0.0881576840900532,0.00965631253559529,,0.9694164622780571,-0.023726197504284105
bank-marketing__task_359982,classification,47,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A5_gmm_posterior,roc_auc,0.9003497140790334,,,,0.9003497140790334,0.2870763247336067,2,3255,63.91257074289024,62.89675821177661,0.0566250562816356,4.905088505877418e-13,2.0913097891518726e-06,1627.5,0.0188277328231357,0.2308954196076692,0.9067687924567428,,65.51636673882604,0.0443426339087015,-0.006419078377709386,,0.9755206816896737,0.012282422372934095
bank-marketing__task_359982,classification,47,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A5_gmm_posterior,roc_auc,0.9114935068316624,,,,0.9114935068316624,0.2509428229516183,2,6510,63.69691141135991,62.77507766708732,0.0389139755697944,7.085026504228529e-13,2.545259792216354e-06,3255.0,0.0377937755049699,0.4611504121671379,0.9160605729213268,,63.98232086189091,0.0556178749855047,-0.0045670660896643955,,0.9955392451119885,-0.0167038994157103
covertype__task_7593,classification,11,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,log_loss,0.7651303195471049,,,,,0.7651303195471049,3,2000,61.946830313652754,56.78686290793121,0.038464040902636,7.93231646280579e-13,1.2055477343065366e-06,666.6666666666666,0.0106044424775599,0.1448321552699485,0.7461799555558148,,60.87524207495153,0.0209355921268734,-0.025396506365779104,,1.0176030222168455,0.0175284487757626
covertype__task_7593,classification,11,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,log_loss,0.7042259804734048,,,,,0.7042259804734048,3,4000,62.24445631541312,56.41570054553449,0.0180068540961529,1.4333277423608748e-12,1.550876909302218e-06,1333.3333333333333,0.0212316773964358,0.2597856129954949,0.6862611898409507,,61.950568947941065,0.0120196366218703,-0.026177774436898577,,1.0047439010240409,0.005987217474282601
covertype__task_7593,classification,11,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,log_loss,0.5759354556278187,,,,,0.5759354556278187,3,8000,63.14418659172952,57.31716521456838,0.0107946589764152,1.496708011972156e-12,1.2562464028268383e-06,2666.6666666666665,0.0424861472341876,0.4930374202976089,0.567439461796591,,63.02974831312895,0.0086238303660606,-0.014972511436423893,,1.0018156232836604,0.0021708286103546016
covertype__task_7593,classification,29,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,log_loss,0.8706899929736228,,,,,0.8706899929736228,2,2000,65.57149819284678,62.02394594065845,0.0280973229725349,8.037520777886494e-13,1.808321601459805e-06,1000.0,0.0089102051290272,0.1358758524853373,0.8517930671583007,,66.35938894376159,0.015401677208052,-0.02218487863298166,,0.9881269137125036,0.0126956457644829
covertype__task_7593,classification,29,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,log_loss,0.6897868504664224,,,,,0.6897868504664224,2,4000,67.0287809446454,62.906318716704845,0.0156625183963535,3.427676450924668e-12,1.558257090071078e-06,2000.0,0.0178448716247777,0.2717517049706746,0.6748284300635781,,66.47191619127989,0.0161784630830442,-0.022166256986883397,,1.0083774439684134,-0.0005159446866907016
covertype__task_7593,classification,29,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,log_loss,0.5849377839550638,,,,,0.5849377839550638,2,8000,67.80934195593,63.82149215973914,0.0068613591906161,9.65575680297709e-13,2.161966224933945e-06,4000.0,0.0357015709937375,0.5408554442049134,0.5510556953440626,,67.30752737633884,0.0080687524221953,-0.06148577883737544,,1.0074555491659252,-0.0012073932315791996
covertype__task_7593,classification,47,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,log_loss,0.867772414836737,,,,,0.867772414836737,2,2000,72.33508085086942,68.91406842879951,0.0195364769533591,4.815453475566184e-12,2.4148365394514667e-06,1000.0,0.0128145208250248,0.110384166136146,0.8260198757460294,,71.75387909822166,0.0255558176390849,-0.05054665186233956,,1.008099934943617,-0.0060193406857258006
covertype__task_7593,classification,47,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,log_loss,0.6910002102302665,,,,,0.6910002102302665,2,4000,72.4091931283474,67.85448578186333,0.0169606927643224,1.3023763690997894e-11,2.4793710361522337e-06,2000.0,0.0255882465189341,0.2213607413004739,0.681223786573828,,71.01928318478167,0.0175644005118031,-0.014351265838218009,,1.0195708810514095,-0.0006037077474807008
covertype__task_7593,classification,47,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,log_loss,0.5490597445681508,,,,,0.5490597445681508,2,8000,74.47853782959282,70.2321105916053,0.0092085690748599,1.54724401955534e-12,2.175091266537212e-06,4000.0,0.051196890603426,0.4408163368922185,0.5569662100193049,,70.63243154063821,0.0088958382354203,0.01419559267496694,,1.0544524123701131,0.0003127308394396001
diamonds__task_233211,regression,11,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A6_cosine_negative_control,rmse,825.3266661299785,825.3266661299785,436.4256022121645,2143.466048130208,,,2,1942,72.5734493304044,72.00071879476309,0.0676029998667426,2.2613424261052138e-12,2.5518121902733107e-06,971.0,0.0112898199794655,0.0751553035804891,805.671543320441,2093.462356185162,70.99066744558513,0.0697887318513305,-0.024395950151760715,-0.023885641792081552,1.022295633239855,-0.0021857319845878936
diamonds__task_233211,regression,11,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,690.1834989978379,690.1834989978379,367.4946222337539,1747.947032913165,,,2,3884,103.9776393007487,103.3169864565134,0.0284376976562888,5.17681496638417e-13,2.613873108183619e-06,1942.0,0.022579639958931,0.1503106071609783,698.8000567774922,1781.3546421877977,72.77589074335992,0.060813630669639,0.012330505265539648,0.01875404733198025,1.428737432667365,-0.0323759330133502
diamonds__task_233211,regression,11,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,588.804943769564,588.804943769564,319.82986709282284,1461.5254261963855,,,2,7767,96.87842496298254,96.18738094344737,0.0323985881999204,2.4122105857380284e-12,3.0760435685361976e-06,3883.5,0.0451519998636875,0.3005884162343932,599.3925098174285,1507.950887694074,72.59164351969957,0.026057508843797,0.017663827749681726,0.03078711772150704,1.3345671797152814,0.006341079356123398
diamonds__task_233211,regression,29,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,823.9762742082238,823.9762742082238,445.4565534606159,2151.0522137715798,,,2,1942,71.7119651325047,71.0739302970469,0.0569038493535833,9.305886862477388e-12,2.4148365394514667e-06,971.0,0.0074594115994147,0.0800095565223195,793.2502232009796,2025.9827629197976,70.99555598944426,0.0592219130421889,-0.03873437423472291,-0.06173273195648276,1.0100909012272115,-0.0023180636886055983
diamonds__task_233211,regression,29,0.1,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,669.4381906118227,669.4381906118227,363.0249955277736,1711.557843821021,,,2,3884,72.06276214309037,71.38999719917774,0.0400850395325248,7.597824451505247e-13,1.381434778334008e-06,1942.0,0.0149188231988294,0.160019113044639,679.1946047838478,1731.9253295171657,71.07637034356594,0.0631093360261728,0.014364681496741324,0.011760025301912343,1.0138779146255843,-0.023024296493648004
diamonds__task_233211,regression,29,0.2,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,600.4221026610956,600.4221026610956,327.2751971775994,1513.5711062265743,,,2,7767,72.79937692172825,72.0825410131365,0.0226460171562373,3.009260889590576e-12,1.280660469377391e-06,3883.5,0.029834363540355,0.3199888879592261,608.6798751721586,1531.6982675048062,72.12373957969248,0.0319055514264344,0.01356669219386867,0.011834681583704897,1.009367752503865,-0.0092595342701971
diamonds__task_233211,regression,47,0.05,lightgbm,R1_capped_incumbent,capped_leverage,none,completed,A2_median_scaled_euclidean,rmse,801.1518921664161,801.1518921664161,427.33882946341873,2047.970810224788,,,2,1942,82.33461892791092,81.64911341108382,0.053493882620626,2.6051207794681592e-12,1.983210018212869e-06,971.0,0.0119715819547371,0.0755829503055846,773.0761437995682,1995.3515619541795,73.382393239066,0.0586772471060165,-0.03631692504293216,-0.02637091591973648,1.1219941908909983,-0.005183364485390501
