dataset,task_id,task_name,suite_id,problem_type,seed,budget_ratio,model,arm_name,selected_arm_name,status,selected_temperature,n_train,n_calibration,n_selection,n_validation,n_test,n_experts,error_type,error,calibration_primary_metric,calibration_primary_value,validation_primary_metric,validation_primary_value,validation_mse,validation_rmse,validation_r2,validation_mae,validation_tail_mean_absolute_error,validation_routing_mean_max_probability,validation_routing_mean_top1_margin,validation_routing_median_top1_margin,validation_routing_mean_entropy,validation_routing_effective_expert_count,validation_routing_hard_assignment_counts,validation_routing_soft_assignment_mass,validation_routing_dead_expert_count,validation_routing_hard_assignment_dead_expert_count,validation_routing_hard_assignment_imbalance,validation_routing_soft_assignment_imbalance,validation_oracle_expert_regret,validation_mean_oracle_loss,validation_mean_blended_loss,validation_weight_negative_loss_rank_correlation,validation_tail_absolute_error_quantile,test_primary_metric,test_primary_value,test_mse,test_rmse,test_r2,test_mae,test_tail_mean_absolute_error,test_routing_mean_max_probability,test_routing_mean_top1_margin,test_routing_median_top1_margin,test_routing_mean_entropy,test_routing_effective_expert_count,test_routing_hard_assignment_counts,test_routing_soft_assignment_mass,test_routing_dead_expert_count,test_routing_hard_assignment_dead_expert_count,test_routing_hard_assignment_imbalance,test_routing_soft_assignment_imbalance,test_oracle_expert_regret,test_mean_oracle_loss,test_mean_blended_loss,test_weight_negative_loss_rank_correlation,test_tail_absolute_error_quantile,selection_fallback_arm_name,selection_fallback_used,selection_reason,selection_improvement_vs_fallback,selection_candidate_scores,selection_status,selection_reference_arm
diamonds__task_233211,233211,diamonds,269,regression,11,0.1,lightgbm,A2_median_scaled_euclidean,A2_median_scaled_euclidean,completed,0.1,8000,,,2000,5394,2,,,,,rmse,1006.0956905385568,1012228.5385202555,1006.0956905385568,0.9332869686602783,553.6062788350273,2604.806184799034,0.9577690205120023,0.9155380410240043,0.9079849932103964,0.15497584899672098,1.1676297613344053,"[938, 1062]","[974.3157567693601, 1025.6842432306398]",0,0,1.1321961620469083,1.0527226272431511,103688.78477670917,908539.7537435462,1012228.5385202555,0.5796093235768065,0.9,rmse,987.9674887549114,976079.7588366859,987.9674887549114,0.9369858097631747,544.176616278045,2552.9759892254247,0.9545557403389608,0.9091114806779212,0.9079849932103952,0.1605352184133382,1.1741391237294367,"[2494, 2900]","[2593.120038356793, 2800.879961643207]",0,0,1.1627906976744187,1.08011967059499,136464.86913433028,839614.8897023556,976079.7588366859,0.597192875825581,0.9,,,,,,,
diamonds__task_233211,233211,diamonds,269,regression,11,0.1,lightgbm,A5_gmm_posterior,A5_gmm_posterior,completed,0.25,8000,,,2000,5394,2,,,,,rmse,1016.6735646737457,1033625.1371064209,1016.6735646737457,0.9318767812394326,562.3140899785212,2632.4961934631247,0.9597050266747031,0.9194100533494063,0.9079849932103974,0.15252663417195472,1.1647734844587583,"[872, 1128]","[911.2459206417138, 1088.7540793582862]",0,0,1.2935779816513762,1.194797205337905,125085.38336287485,908539.7537435462,1033625.1371064209,0.5835243002555536,0.9,rmse,999.8935225305282,999787.0563985079,999.8935225305282,0.9354553035263257,552.307510044246,2587.950086780411,0.9576829387258086,0.9153658774516169,0.9079849932103974,0.15694533191543056,1.169931654230039,"[2300, 3094]","[2409.2433013135287, 2984.7566986864713]",0,0,1.345217391304348,1.2388772429331527,160172.16669615224,839614.8897023556,999787.0563985079,0.6005918427597166,0.9,,,,,,,
diamonds__task_233211,233211,diamonds,269,regression,11,0.1,lightgbm,A6_cosine_negative_control,A6_cosine_negative_control,completed,0.1,8000,,,2000,5394,2,,,,,rmse,1005.2965341526294,1010621.1215792889,1005.2965341526294,0.9333929088236682,553.0088481525968,2603.8736022238886,0.9456732164514046,0.891346432902809,0.9079815435067005,0.17766105210629385,1.1944204063352242,"[946, 1054]","[985.0335422564245, 1014.9664577435755]",0,0,1.1141649048625792,1.0303877118931233,102081.36783574274,908539.7537435462,1010621.1215792889,0.5969325357970393,0.9,rmse,986.7606634483576,973696.6069290428,986.7606634483576,0.9371396623416264,543.9855659390454,2551.1862759356914,0.9414713687255061,0.8829427374510121,0.9079816252762171,0.18390098832189333,1.2018968153842198,"[2528, 2866]","[2622.2954059386725, 2771.7045940613275]",0,0,1.1337025316455696,1.0569764900568754,134081.7172266871,839614.8897023556,973696.6069290428,0.6150181621793093,0.9,,,,,,,
diamonds__task_233211,233211,diamonds,269,regression,11,0.1,lightgbm,A9_tail_guarded_cross_fitted_selected,A6_cosine_negative_control,completed,0.1,8000,,,2000,5394,2,,,,,rmse,1005.2965341526294,1010621.1215792889,1005.2965341526294,0.9333929088236682,553.0088481525968,2603.8736022238886,0.9456732164514046,0.891346432902809,0.9079815435067005,0.17766105210629385,1.1944204063352242,"[946, 1054]","[985.0335422564245, 1014.9664577435755]",0,0,1.1141649048625792,1.0303877118931233,102081.36783574274,908539.7537435462,1010621.1215792889,0.5969325357970393,0.9,rmse,986.7606634483576,973696.6069290428,986.7606634483576,0.9371396623416264,543.9855659390454,2551.1862759356914,0.9414713687255061,0.8829427374510121,0.9079816252762171,0.18390098832189333,1.2018968153842198,"[2528, 2866]","[2622.2954059386725, 2771.7045940613275]",0,0,1.1337025316455696,1.0569764900568754,134081.7172266871,839614.8897023556,973696.6069290428,0.6150181621793093,0.9,,,candidate_passed_cross_fitted_gates,,,selected,A2_median_scaled_euclidean
