dataset,model,arm_name,status,primary_metric,asymptotic_loss,scale,exponent,exponent_at_boundary,evidence_status,exponent_confidence_interval,r_squared,mean_absolute_error,reference_primary_value,reference_loss,required_budget_by_degradation,n_budget_points,n_observations
synthetic_multiclass_topology,ridge,B0_standard_A9,fitted,log_loss,-8.761050606500657,9.077937320905612,0.010000000000000002,True,boundary_limited,,0.8244658441457344,0.03053119799698864,0.3168867144049542,0.3168867144049542,"{'1pct': 0.9657007682266618, '3pct': 0.9006241573991918, '5pct': 0.8399737815237218}",4,4
synthetic_multiclass_topology,ridge,B3_validation_selected,fitted,log_loss,-8.761050606500657,9.077937320905612,0.010000000000000002,True,boundary_limited,,0.8244658441457344,0.03053119799698864,0.3168867144049542,0.3168867144049542,"{'1pct': 0.9657007682266618, '3pct': 0.9006241573991918, '5pct': 0.8399737815237218}",4,4
synthetic_rmt_regression_smoke,ridge,B0_standard_A9,fitted,rmse,13.41457291584359,0.010001154150771222,2.9999999999999027,True,boundary_limited,,0.996914106396108,1.0488347336724226,13.42457406999436,13.42457406999436,"{'1pct': 0.41081650424930355, '3pct': 0.28937327756324993, '5pct': 0.24486054715101868}",4,4
synthetic_rmt_regression_smoke,ridge,B3_validation_selected,fitted,rmse,12.180002672130836,1.2445713978635249,0.7148965909549033,False,exploratory_sparse_grid,,0.9558441388255575,0.5868785987033913,13.42457406999436,13.42457406999436,"{'1pct': 0.8665060904909365, '3pct': 0.6755981289588147, '5pct': 0.5469675682900158}",4,4
